agent,beam_candidate_counts_by_ply,beam_max_selected_by_ply,beam_ordering_calls_by_ply,beam_pruned_move_count,beam_selected_counts_by_ply,beam_widths,beam_widths_used,branch_limit,candidate_evaluation_time_sec,candidate_sort_time_sec,category,completed_root_moves,config_id,cutoff_count,depth,depth_after,depth_before,depth_change_reason,depth_changed,effective_depth,elapsed_ratio,elapsed_time_sec,end_id,graph_ordering_calls,graph_ordering_changed_first_count,graph_ordering_evaluations,graph_ordering_time_sec,graph_root_baseline_first,graph_root_ordered_first,initial_depth,leaf_evaluation_time_sec,leaf_evaluations,legal_edge_count,legal_move_generation_time_sec,max_depth,nodes_searched,null_window_searches,ordering_evaluations,other_time_sec,position_id,profile,pruned_move_count,recovery_streak,recursive_ordering_time_sec,recursive_other_time_sec,remaining_word_count,research_count,research_rate,risk_level,root_candidate_count,root_completion_rate,root_ordering_time_sec,score,seed,selected_edge,selected_root_candidate_count,sequence_index,split,start_id,target_elapsed_ratio,target_time_sec,timed_out,turn
full_alpha_beta,{},{},{},0,{},,{},,0.009586755884811282,0.0006154514849185944,middle,25,full_alpha_beta_d3,90,3,3,3,adaptive_disabled,False,3,0.01250338340178132,0.0625169170089066,28,0,0,0,0.0,null,null,3,0.04931099759414792,440,25,3.7499703466892242e-06,3,565,0,4096,1.1791940778493881e-05,seed18_middle_t47,presentation_fixed,3495,0,0.010184196289628744,0.002938515041023493,9953,0,0.0,medium,25,1.0,6.766617298126221e-05,1494.0,18,58→28,25,,presentation_confirmation,58,0.01250338340178132,5.0,False,47
full_alpha_beta,{},{},{},0,{},,{},,0.2929209943395108,0.018086315831169486,opening,2291,full_alpha_beta_d3,2630,3,3,3,adaptive_disabled,False,3,0.6034580332227051,3.0172901661135256,16,0,0,0,0.0,null,null,3,2.5326330272946507,27389,2291,0.00020933314226567745,3,32590,0,125840,2.8207898139953613e-05,seed18_opening_t0,presentation_fixed,90647,0,0.30678194225765765,0.17140394751913846,10000,0,0.0,high,2291,1.0,0.006233708001673222,1298.0,18,58→16,2291,,presentation_confirmation,58,0.6034580332227051,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.0041268819477409124,0.00027491175569593906,close_scores,23,full_alpha_beta_d3,35,3,3,3,adaptive_disabled,False,3,0.0068968833889812235,0.034484416944906116,16,0,0,0,0.0,null,null,3,0.028111960273236036,284,23,5.834037438035011e-06,3,344,0,1747,1.699896529316902e-05,seed19_close_scores_t27,presentation_fixed,1382,0,0.004359786631539464,0.0019217950757592916,9973,0,0.0,medium,23,1.0,6.804196164011955e-05,1185.0,19,58→16,23,,presentation_confirmation,58,0.0068968833889812235,5.0,False,27
full_alpha_beta,{},{},{},0,{},,{},,0.005627960665151477,0.00037395069375634193,endgame,8,full_alpha_beta_d3,66,3,3,3,adaptive_disabled,False,3,0.0016726749949157239,0.008363374974578619,1,0,0,0,0.0,null,null,3,0.0017009081784635782,67,8,2.125045284628868e-06,3,142,0,2478,1.3125129044055939e-05,seed19_endgame_t256,presentation_fixed,2326,0,0.006004165159538388,0.0006171765271574259,9744,0,0.0,low,8,1.0,2.587493509054184e-05,-999996.0,19,63→1,8,,presentation_confirmation,63,0.0016726749949157239,5.0,False,256
full_alpha_beta,{},{},{},0,{},,{},,0.008435634197667241,0.0005417934153228998,high_branch,33,full_alpha_beta_d3,77,3,3,3,adaptive_disabled,False,3,0.013024300010874868,0.06512150005437434,55,0,0,0,0.0,null,null,3,0.05242258729413152,559,33,4.584202542901039e-06,3,686,0,3571,1.5082769095897675e-05,seed19_high_branch_t81,presentation_fixed,2840,0,0.008938991697505116,0.00365012907423079,9919,0,0.0,medium,33,1.0,9.012501686811447e-05,1295.0,19,28→55,33,,presentation_confirmation,28,0.013024300010874868,5.0,False,81
full_alpha_beta,{},{},{},0,{},,{},,0.010099003789946437,0.0006532103288918734,middle,33,full_alpha_beta_d3,99,3,3,3,adaptive_disabled,False,3,0.007529699988663196,0.03764849994331598,28,0,0,0,0.0,null,null,3,0.024490996031090617,338,33,5.250098183751106e-06,3,473,0,4366,1.3874843716621399e-05,seed19_middle_t130,presentation_fixed,3858,0,0.010710791684687138,0.0023340461775660515,9870,0,0.0,medium,33,1.0,9.354110807180405e-05,1145.0,19,28→28,33,,presentation_confirmation,28,0.007529699988663196,5.0,False,130
full_alpha_beta,{},{},{},0,{},,{},,0.26153670833446085,0.01597680035047233,opening,2265,full_alpha_beta_d3,2212,3,3,3,adaptive_disabled,False,3,0.5864165334030986,2.932082667015493,20,0,0,0,0.0,null,null,3,2.4903985364362597,25082,2265,0.00020754081197082996,3,29547,0,111500,2.8418144211173058e-05,seed19_opening_t0,presentation_fixed,80041,0,0.2731570804025978,0.16221934114582837,10000,0,0.0,high,2265,1.0,0.006071750074625015,1418.0,19,0→20,2265,,presentation_confirmation,0,0.5864165334030986,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.01816359907388687,0.001163870794698596,close_scores,11,full_alpha_beta_d4,179,4,4,4,adaptive_disabled,False,4,0.014359041815623641,0.0717952090781182,58,0,0,0,0.0,null,null,4,0.04830721742473543,595,11,3.375113010406494e-06,4,819,0,7858,1.512584276497364e-05,seed10_close_scores_t4,presentation_fixed,7003,0,0.01938207191415131,0.004048918839544058,9996,0,0.0,medium,11,1.0,3.8499943912029266e-05,-529.0,10,16→58,11,,presentation_confirmation,16,0.014359041815623641,5.0,False,4
full_alpha_beta,{},{},{},0,{},,{},,0.003895091824233532,0.00025808182545006275,endgame,6,full_alpha_beta_d4,34,4,4,4,adaptive_disabled,False,4,0.006983075011521578,0.03491537505760789,42,0,0,0,0.0,null,null,4,0.028824588051065803,271,6,2.6670750230550766e-06,4,338,0,1682,7.145782001316547e-05,seed10_endgame_t67,presentation_fixed,1311,0,0.00415628612972796,0.0018358759116381407,9933,0,0.0,low,6,1.0,2.450007013976574e-05,-999996.0,10,63→42,6,,presentation_confirmation,63,0.006983075011521578,5.0,False,67
full_alpha_beta,{},{},{},0,{},,{},,0.04353832104243338,0.002762285992503166,high_branch,52,full_alpha_beta_d4,454,4,4,4,adaptive_disabled,False,4,0.02326041660271585,0.11630208301357925,63,0,0,0,0.0,null,null,4,0.06503378902561963,478,52,5.9998128563165665e-06,4,998,0,18654,1.374911516904831e-05,seed10_high_branch_t56,presentation_fixed,17589,0,0.046365093206986785,0.0047484098467975855,9944,0,0.0,high,52,1.0,0.00013504200614988804,-229.0,10,1→63,52,,presentation_confirmation,1,0.02326041660271585,5.0,False,56
full_alpha_beta,{},{},{},0,{},,{},,0.03366683563217521,0.002105846768245101,middle,24,full_alpha_beta_d4,345,4,4,4,adaptive_disabled,False,4,0.030238616606220604,0.15119308303110301,58,0,0,0,0.0,null,null,4,0.10743111907504499,1166,24,3.5830307751893997e-06,4,1598,0,14172,1.2416858226060867e-05,seed10_middle_t36,presentation_fixed,12492,0,0.03587469086050987,0.007806273177266121,9964,0,0.0,medium,24,1.0,6.500002928078175e-05,-1135.0,10,58→58,24,,presentation_confirmation,58,0.030238616606220604,5.0,False,36
full_alpha_beta,{},{},{},0,{},,{},,1.8189261900261045,0.11542345210909843,opening,1027,full_alpha_beta_d4,19395,4,4,4,adaptive_disabled,False,4,1.0000075083691626,5.000037541845813,63,0,0,0,0.0,null,null,4,2.771583338966593,38354,2278,0.00022112508304417133,4,59890,0,759397,3.095879219472408e-05,seed10_opening_t0,presentation_fixed,696057,0,1.936799995135516,0.2850624988786876,10000,0,0.0,high,2278,0.4508340649692713,0.006339624989777803,-509.0,10,0→63,2278,,presentation_confirmation,0,1.0000075083691626,5.0,True,0
full_alpha_beta,{},{},{},0,{},,{},,0.0232986006885767,0.001505248248577118,close_scores,25,full_alpha_beta_d4,241,4,4,4,adaptive_disabled,False,4,0.01867860839702189,0.09339304198510945,66,0,0,0,0.0,null,null,4,0.0636086012236774,633,25,6.2498729676008224e-06,4,953,0,9861,1.733400858938694e-05,seed11_close_scores_t35,presentation_fixed,8829,0,0.02486302680335939,0.004821829963475466,9965,0,0.0,medium,25,1.0,7.600011304020882e-05,-739.0,11,30→66,25,,presentation_confirmation,30,0.01867860839702189,5.0,False,35
full_alpha_beta,{},{},{},0,{},,{},,0.003709333250299096,0.00024775066412985325,endgame,3,full_alpha_beta_d4,35,4,4,4,adaptive_disabled,False,4,0.006375308195129037,0.031876540975645185,60,0,0,0,0.0,null,null,4,0.025970833376049995,291,3,2.4579931050539017e-06,4,363,0,1602,8.637504652142525e-05,seed11_endgame_t328,presentation_fixed,1201,0,0.003971745725721121,0.0018304209224879742,9672,0,0.0,low,3,1.0,1.4707911759614944e-05,-999996.0,11,20→60,3,,presentation_confirmation,20,0.006375308195129037,5.0,False,328
full_alpha_beta,{},{},{},0,{},,{},,0.06519107054919004,0.004093300551176071,high_branch,50,full_alpha_beta_d4,728,4,4,4,adaptive_disabled,False,4,0.03828695840202272,0.1914347920101136,20,0,0,0,0.0,null,null,4,0.11344613879919052,1100,50,6.00004568696022e-06,4,1922,0,28049,1.4000805094838142e-05,seed11_high_branch_t242,presentation_fixed,26032,0,0.06946973921731114,0.008366330061107874,9758,0,0.0,high,50,1.0,0.00013258308172225952,-309.0,11,7→20,50,,presentation_confirmation,7,0.03828695840202272,5.0,False,242
full_alpha_beta,{},{},{},0,{},,{},,0.08075835881754756,0.005097235087305307,middle,35,full_alpha_beta_d4,861,4,4,4,adaptive_disabled,False,4,0.058369791600853205,0.291848958004266,63,0,0,0,0.0,null,null,4,0.191830278839916,2061,35,4.624947905540466e-06,4,3043,0,33982,1.4042016118764877e-05,seed11_middle_t166,presentation_fixed,30818,0,0.08616568916477263,0.013744489988312125,9834,0,0.0,high,35,1.0,8.983304724097252e-05,-668.794375,11,62→63,35,,presentation_confirmation,62,0.058369791600853205,5.0,False,166
full_alpha_beta,{},{},{},0,{},,{},,1.9850259316153824,0.12498448975384235,opening,2254,full_alpha_beta_d4,22993,4,4,4,adaptive_disabled,False,4,0.7779554999899119,3.8897774999495596,63,0,0,0,0.0,null,null,4,1.5074837061110884,38258,2254,0.00020645791664719582,4,63496,0,854224,3.0374852940440178e-05,seed11_opening_t0,presentation_fixed,788734,0,2.113564909202978,0.26242159283719957,10000,0,0.0,high,2254,1.0,0.0060704590287059546,-449.0,11,63→63,2254,,presentation_confirmation,63,0.7779554999899119,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.04782837210223079,0.0030828730668872595,close_scores,29,full_alpha_beta_d4,496,4,4,4,adaptive_disabled,False,4,0.024583924980834126,0.12291962490417063,20,0,0,0,0.0,null,null,4,0.06370250252075493,1101,29,4.542060196399689e-06,4,1662,0,20692,1.3873912394046783e-05,seed12_close_scores_t8,presentation_fixed,18968,0,0.051046638982370496,0.008073733421042562,9992,0,0.0,medium,29,1.0,7.83340074121952e-05,-895.5,12,59→20,29,,presentation_confirmation,59,0.024583924980834126,5.0,False,8
full_alpha_beta,{},{},{},0,{},,{},,0.004698509816080332,0.00031237094663083553,endgame,3,full_alpha_beta_d4,45,4,4,4,adaptive_disabled,False,4,0.007146224984899164,0.035731124924495816,44,0,0,0,0.0,null,null,4,0.02865613275207579,272,3,1.7080456018447876e-06,4,364,0,2029,0.00010204082354903221,seed12_endgame_t149,presentation_fixed,1617,0,0.005034118192270398,0.0019242910202592611,9851,0,0.0,low,3,1.0,1.2834090739488602e-05,-999996.0,12,63→44,3,,presentation_confirmation,63,0.007146224984899164,5.0,False,149
full_alpha_beta,{},{},{},0,{},,{},,0.0438574084546417,0.0028488589450716972,high_branch,43,full_alpha_beta_d4,442,4,4,4,adaptive_disabled,False,4,0.03149206661619246,0.1574603330809623,63,0,0,0,0.0,null,null,4,0.10259459400549531,1187,43,5.292007699608803e-06,4,1691,0,19004,1.4582881703972816e-05,seed12_high_branch_t31,presentation_fixed,17251,0,0.046796250622719526,0.007939113536849618,9969,0,0.0,high,43,1.0,0.0001105000264942646,-1093.5,12,31→63,43,,presentation_confirmation,31,0.03149206661619246,5.0,False,31
full_alpha_beta,{},{},{},0,{},,{},,0.028707474935799837,0.0018795900978147984,middle,27,full_alpha_beta_d4,271,4,4,4,adaptive_disabled,False,4,0.02233367497101426,0.1116683748550713,16,0,0,0,0.0,null,null,4,0.0754746615421027,750,27,3.6670826375484467e-06,4,1070,0,11853,1.4541670680046082e-05,seed12_middle_t77,presentation_fixed,10735,0,0.030659574316814542,0.005442722234874964,9923,0,0.0,medium,27,1.0,7.320800796151161e-05,-1093.5,12,14→16,27,,presentation_confirmation,14,0.02233367497101426,5.0,False,77
full_alpha_beta,{},{},{},0,{},,{},,2.862710525514558,0.1796668206807226,opening,2272,full_alpha_beta_d4,30459,4,4,4,adaptive_disabled,False,4,0.9128670165780932,4.564335082890466,63,0,0,0,0.0,null,null,4,1.1947934525087476,31733,2272,0.00023933290503919125,4,64742,0,1226788,3.312388435006142e-05,seed12_opening_t0,presentation_fixed,1159728,0,3.045450975187123,0.31464628130197525,10000,0,0.0,high,2272,1.0,0.009171917103230953,-538.5,12,0→63,2272,,presentation_confirmation,0,0.9128670165780932,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.025142689235508442,0.0015998666640371084,close_scores,17,full_alpha_beta_d4,260,4,4,4,adaptive_disabled,False,4,0.014260308211669325,0.07130154105834663,63,0,0,0,0.0,null,null,4,0.040308956522494555,543,17,3.3329706639051437e-06,4,846,0,10613,1.541711390018463e-05,seed13_close_scores_t4,presentation_fixed,9728,0,0.026811817660927773,0.004109933972358704,9996,0,0.0,medium,17,1.0,5.208281800150871e-05,-439.5,13,52→63,17,,presentation_confirmation,52,0.014260308211669325,5.0,False,4
full_alpha_beta,{},{},{},0,{},,{},,0.004314428428187966,0.00029246043413877487,endgame,3,full_alpha_beta_d4,42,4,4,4,adaptive_disabled,False,4,0.004493341781198978,0.022466708905994892,18,0,0,0,0.0,null,null,4,0.016426914604380727,148,3,2.00001522898674e-06,4,234,0,1798,0.00010654283687472343,seed13_endgame_t71,presentation_fixed,1519,0,0.004625541158020496,0.0012889192439615726,9929,0,0.0,low,3,1.0,1.6791047528386116e-05,-999996.0,13,63→18,3,,presentation_confirmation,63,0.004493341781198978,5.0,False,71
full_alpha_beta,{},{},{},0,{},,{},,0.047033505979925394,0.0030402059201151133,high_branch,49,full_alpha_beta_d4,488,4,4,4,adaptive_disabled,False,4,0.03368515837937593,0.16842579189687967,63,0,0,0,0.0,null,null,4,0.11179046193137765,762,49,6.833113729953766e-06,4,1325,0,20110,1.6417820006608963e-05,seed13_high_branch_t60,presentation_fixed,18712,0,0.050166995264589787,0.006311292760074139,9940,0,0.0,high,49,1.0,0.0001337910071015358,-179.5,13,1→63,49,,presentation_confirmation,1,0.03368515837937593,5.0,False,60
full_alpha_beta,{},{},{},0,{},,{},,0.04927786439657211,0.0031712560448795557,middle,45,full_alpha_beta_d4,511,4,4,4,adaptive_disabled,False,4,0.0431086583994329,0.2155432919971645,63,0,0,0,0.0,null,null,4,0.15666039963252842,678,45,6.875023245811462e-06,4,1259,0,21334,1.5667174011468887e-05,seed13_middle_t38,presentation_fixed,20004,0,0.05254007177427411,0.00617952854372561,9962,0,0.0,high,45,1.0,0.00014074984937906265,-369.5,13,2→63,45,,presentation_confirmation,2,0.0431086583994329,5.0,False,38
full_alpha_beta,{},{},{},0,{},,{},,2.468220536597073,0.15575923724099994,opening,1987,full_alpha_beta_d4,26706,4,4,4,adaptive_disabled,False,4,1.0000071416143328,5.000035708071664,63,0,0,0,0.0,null,null,4,2.036019446561113,37798,2267,0.00021920795552432537,4,67140,0,1027475,3.091711550951004e-05,seed13_opening_t0,presentation_fixed,957562,0,2.629988592118025,0.3275730023160577,10000,0,0.0,high,2267,0.8764887516541685,0.006204542005434632,-469.5,13,0→63,2267,,presentation_confirmation,0,1.0000071416143328,5.0,True,0
full_alpha_beta,{},{},{},0,{},,{},,0.01224200683645904,0.0007587054278701544,close_scores,7,full_alpha_beta_d4,107,4,4,4,adaptive_disabled,False,4,0.0202585665974766,0.10129283298738301,28,0,0,0,0.0,null,null,4,0.08286634436808527,777,7,3.291061148047447e-06,4,962,0,5040,2.666679210960865e-05,seed14_close_scores_t7,presentation_fixed,3999,0,0.013048037653788924,0.005319993011653423,9993,0,0.0,low,7,1.0,2.850010059773922e-05,-1254.5,14,20→28,7,,presentation_confirmation,20,0.0202585665974766,5.0,False,7
full_alpha_beta,{},{},{},0,{},,{},,0.00797637621872127,0.0005085798911750317,endgame,9,full_alpha_beta_d4,73,4,4,4,adaptive_disabled,False,4,0.009082249971106649,0.04541124985553324,62,0,0,0,0.0,null,null,4,0.03427011473104358,339,9,2.8330832719802856e-06,4,484,0,3356,1.4167046174407005e-05,seed14_endgame_t63,presentation_fixed,2799,0,0.0085061676800251,0.002586217364296317,9937,0,0.0,low,9,1.0,3.174995072185993e-05,-999996.0,14,63→62,9,,presentation_confirmation,63,0.009082249971106649,5.0,False,63
full_alpha_beta,{},{},{},0,{},,{},,0.0374033753760159,0.0023569290060549974,high_branch,41,full_alpha_beta_d4,380,4,4,4,adaptive_disabled,False,4,0.01979179996997118,0.0989589998498559,63,0,0,0,0.0,null,null,4,0.05500004068017006,408,41,5.041947588324547e-06,4,848,0,15907,1.2584030628204346e-05,seed14_high_branch_t50,presentation_fixed,14998,0,0.03981959749944508,0.004015069687739015,9950,0,0.0,high,41,1.0,0.00010666600428521633,-378.5,14,27→63,41,,presentation_confirmation,27,0.01979179996997118,5.0,False,50
full_alpha_beta,{},{},{},0,{},,{},,0.02487294375896454,0.001576671376824379,middle,26,full_alpha_beta_d4,256,4,4,4,adaptive_disabled,False,4,0.014813124993816018,0.07406562496908009,63,0,0,0,0.0,null,null,4,0.04448587307706475,309,26,4.208879545331001e-06,4,604,0,10595,1.2291129678487778e-05,seed14_middle_t34,presentation_fixed,9951,0,0.026490691117942333,0.00299926963634789,9966,0,0.0,medium,26,1.0,7.329112850129604e-05,-408.5,14,36→63,26,,presentation_confirmation,36,0.014813124993816018,5.0,False,34
full_alpha_beta,{},{},{},0,{},,{},,1.59449448203668,0.10987901734188199,opening,1003,full_alpha_beta_d4,16311,4,4,4,adaptive_disabled,False,4,1.0000115665607154,5.000057832803577,35,0,0,0,0.0,null,null,4,2.966048002243042,46492,2259,0.00021358300000429153,4,64138,0,613201,3.695790655910969e-05,seed14_opening_t0,presentation_fixed,546437,0,1.7081785877235234,0.3193928268738091,10000,0,0.0,high,2259,0.4440017706949978,0.006187875056639314,-498.5,14,4→35,2259,,presentation_confirmation,4,1.0000115665607154,5.0,True,0
full_alpha_beta,{},{},{},0,{},,{},,0.05452841822989285,0.003702127607539296,close_scores,30,full_alpha_beta_d4,538,4,4,4,adaptive_disabled,False,4,0.03063884158618748,0.1531942079309374,10,0,0,0,0.0,null,null,4,0.08421186683699489,1272,30,7.250113412737846e-06,4,1897,0,21791,1.8331920728087425e-05,seed15_close_scores_t6,presentation_fixed,19813,0,0.0584591506049037,0.010403316468000412,9994,0,0.0,medium,30,1.0,9.429198689758778e-05,-418.5,15,55→10,30,,presentation_confirmation,55,0.03063884158618748,5.0,False,6
full_alpha_beta,{},{},{},0,{},,{},,0.00541675603017211,0.0003643243107944727,endgame,3,full_alpha_beta_d4,53,4,4,4,adaptive_disabled,False,4,0.007014141604304314,0.03507070802152157,0,0,0,0,0.0,null,null,4,0.027065780479460955,271,3,2.083834260702133e-06,4,379,0,2277,0.00012537394650280476,seed15_endgame_t106,presentation_fixed,1842,0,0.005810282658785582,0.00205031200312078,9894,0,0.0,low,3,1.0,1.6875099390745163e-05,-999996.0,15,63→0,3,,presentation_confirmation,63,0.007014141604304314,5.0,False,106
full_alpha_beta,{},{},{},0,{},,{},,0.06311288825236261,0.004111036658287048,high_branch,52,full_alpha_beta_d4,651,4,4,4,adaptive_disabled,False,4,0.025765316607430578,0.1288265830371529,63,0,0,0,0.0,null,null,4,0.05339960684068501,846,52,7.582828402519226e-06,4,1578,0,26864,1.933332532644272e-05,seed15_high_branch_t39,presentation_fixed,25204,0,0.06738132517784834,0.007873151917010546,9961,0,0.0,high,52,1.0,0.00014558294788002968,-948.0,15,1→63,52,,presentation_confirmation,1,0.025765316607430578,5.0,False,39
full_alpha_beta,{},{},{},0,{},,{},,0.03743066336028278,0.002416412578895688,middle,25,full_alpha_beta_d4,365,4,4,4,adaptive_disabled,False,4,0.031017225002869964,0.15508612501434982,58,0,0,0,0.0,null,null,4,0.1059733908623457,1279,25,4.332978278398514e-06,4,1734,0,15818,1.5833182260394096e-05,seed15_middle_t55,presentation_fixed,13993,0,0.03996824752539396,0.009051403496414423,9945,0,0.0,medium,25,1.0,7.291696965694427e-05,-1074.0,15,58→58,25,,presentation_confirmation,58,0.031017225002869964,5.0,False,55
full_alpha_beta,{},{},{},0,{},,{},,2.5081637434195727,0.1592179723083973,opening,1299,full_alpha_beta_d4,27120,4,4,4,adaptive_disabled,False,4,1.0000097999814899,5.000048999907449,52,0,0,0,0.0,null,null,4,1.9624031893908978,45550,2251,0.0002087918110191822,4,75345,0,1048843,3.466615453362465e-05,seed15_opening_t0,presentation_fixed,969788,0,2.6736523408908397,0.35765376151539385,10000,0,0.0,high,2251,0.5770768547312306,0.006096250144764781,-388.5,15,63→52,2251,,presentation_confirmation,63,1.0000097999814899,5.0,True,0
full_alpha_beta,{},{},{},0,{},,{},,0.05900280084460974,0.003946869634091854,close_scores,21,full_alpha_beta_d4,600,4,4,4,adaptive_disabled,False,4,0.03575471662916243,0.17877358314581215,20,0,0,0,0.0,null,null,4,0.10371390450745821,1310,21,6.041023880243301e-06,4,1987,0,23588,1.9667204469442368e-05,seed16_close_scores_t21,presentation_fixed,21524,0,0.0632125495467335,0.01174754579551518,9979,0,0.0,medium,21,1.0,7.387506775557995e-05,-568.0,16,46→20,21,,presentation_confirmation,46,0.03575471662916243,5.0,False,21
full_alpha_beta,{},{},{},0,{},,{},,0.0042996706906706095,0.00030204118229448795,endgame,8,full_alpha_beta_d4,42,4,4,4,adaptive_disabled,False,4,0.0032707083970308303,0.016353541985154152,2,0,0,0,0.0,null,null,4,0.010656497674062848,121,8,3.916909918189049e-06,4,205,0,1795,2.7250032871961594e-05,seed16_endgame_t397,presentation_fixed,1547,0,0.0046000853180885315,0.0010277919936925173,9603,0,0.0,low,8,1.0,3.800005652010441e-05,-999996.0,16,63→2,8,,presentation_confirmation,63,0.0032707083970308303,5.0,False,397
full_alpha_beta,{},{},{},0,{},,{},,0.0594985072966665,0.0039219611790031195,high_branch,40,full_alpha_beta_d4,601,4,4,4,adaptive_disabled,False,4,0.022541533410549163,0.11270766705274582,10,0,0,0,0.0,null,null,4,0.04106416506692767,926,40,5.125068128108978e-06,4,1630,0,24301,1.574982888996601e-05,seed16_high_branch_t355,presentation_fixed,22567,0,0.06360598281025887,0.007905019214376807,9645,0,0.0,high,40,1.0,0.0001116250641644001,-468.0,16,31→10,40,,presentation_confirmation,31,0.022541533410549163,5.0,False,355
full_alpha_beta,{},{},{},0,{},,{},,0.060469490475952625,0.003955361200496554,middle,38,full_alpha_beta_d4,627,4,4,4,adaptive_disabled,False,4,0.0254982918035239,0.1274914590176195,16,0,0,0,0.0,null,null,4,0.053505365271121264,1128,38,5.334150046110153e-06,4,1853,0,25398,1.716683618724346e-05,seed16_middle_t201,presentation_fixed,23446,0,0.06461562402546406,0.009227343602105975,9799,0,0.0,high,38,1.0,0.00012062513269484043,-548.0,16,23→16,38,,presentation_confirmation,23,0.0254982918035239,5.0,False,201
full_alpha_beta,{},{},{},0,{},,{},,2.329273830866441,0.14437341666780412,opening,2263,full_alpha_beta_d4,27139,4,4,4,adaptive_disabled,False,4,0.9386129499878735,4.693064749939367,63,0,0,0,0.0,null,null,4,1.8664398428518325,46636,2263,0.0002092909999191761,4,76048,0,984566,3.02919652312994e-05,seed16_opening_t0,presentation_fixed,906188,0,2.4788888469338417,0.34117851918563247,10000,0,0.0,high,2263,1.0,0.006317958002910018,-508.0,16,63→63,2263,,presentation_confirmation,63,0.9386129499878735,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.022282480262219906,0.0014740375336259604,close_scores,9,full_alpha_beta_d4,184,4,4,4,adaptive_disabled,False,4,0.04004887500777841,0.20024437503889203,1,0,0,0,0.0,null,null,4,0.16489463346078992,1675,9,3.5420525819063187e-06,4,2010,0,9301,2.6999041438102722e-05,seed17_close_scores_t3,presentation_fixed,7139,0,0.023875277722254395,0.011408005841076374,9997,0,0.0,low,9,1.0,3.591692075133324e-05,-1468.8758,17,20→1,9,,presentation_confirmation,20,0.04004887500777841,5.0,False,3
full_alpha_beta,{},{},{},0,{},,{},,0.005507304798811674,0.00036779302172362804,endgame,3,full_alpha_beta_d4,52,4,4,4,adaptive_disabled,False,4,0.008860591612756253,0.04430295806378126,7,0,0,0,0.0,null,null,4,0.035703462082892656,349,3,2.00001522898674e-06,4,455,0,2358,0.0001229580957442522,seed17_endgame_t60,presentation_fixed,1849,0,0.005904577672481537,0.00255404319614172,9940,0,0.0,low,3,1.0,1.591700129210949e-05,-999996.0,17,20→7,3,,presentation_confirmation,20,0.008860591612756253,5.0,False,60
full_alpha_beta,{},{},{},0,{},,{},,0.05706965667195618,0.004173444351181388,high_branch,52,full_alpha_beta_d4,492,4,4,4,adaptive_disabled,False,4,0.023130441596731544,0.11565220798365772,20,0,0,0,0.0,null,null,4,0.046717005083337426,479,52,1.750001683831215e-05,4,1030,0,20993,2.7541304007172585e-05,seed17_high_branch_t47,presentation_fixed,19903,0,0.06125539098866284,0.007305561797693372,9953,0,0.0,high,52,1.0,0.0003292087931185961,-237.0,17,7→20,52,,presentation_confirmation,7,0.023130441596731544,5.0,False,47
full_alpha_beta,{},{},{},0,{},,{},,0.06468803714960814,0.004217452136799693,middle,31,full_alpha_beta_d4,651,4,4,4,adaptive_disabled,False,4,0.04154015840031207,0.20770079200156033,30,0,0,0,0.0,null,null,4,0.12657211418263614,1468,31,5.333218723535538e-06,4,2250,0,27584,1.8332619220018387e-05,seed17_middle_t32,presentation_fixed,25202,0,0.06913550035096705,0.011873052455484867,9968,0,0.0,medium,31,1.0,9.6459174528718e-05,-558.0,17,28→30,31,,presentation_confirmation,28,0.04154015840031207,5.0,False,32
full_alpha_beta,{},{},{},0,{},,{},,2.524204360321164,0.16232583881355822,opening,2267,full_alpha_beta_d4,26628,4,4,4,adaptive_disabled,False,4,0.7742035917937755,3.871017958968878,20,0,0,0,0.0,null,null,4,0.896807454759255,24993,2267,0.0002113331574946642,4,53867,0,1047794,3.112596459686756e-05,seed17_opening_t0,presentation_fixed,991955,0,2.6927120841573924,0.2750514200888574,10000,0,0.0,high,2267,1.0,0.006204540841281414,-317.0,17,20→20,2267,,presentation_confirmation,20,0.7742035917937755,5.0,False,0
full_alpha_beta,{},{},{},0,{},,{},,0.019150607753545046,0.001265662256628275,close_scores,14,full_alpha_beta_d4,187,4,4,4,adaptive_disabled,False,4,0.02205069181509316,0.1102534590754658,55,0,0,0,0.0,null,null,4,0.08412358514033258,785,14,3.2498501241207123e-06,4,1032,0,8072,1.591700129210949e-05,seed18_close_scores_t19,presentation_fixed,6979,0,0.02048057923093438,0.0055860027205199,9981,0,0.0,medium,14,1.0,4.4125132262706757e-05,-1298.0,18,16→55,14,,presentation_confirmation,16,0.02205069181509316,5.0,False,19
