reading,start_char,end_char,priority_rank,priority_label,priority_tags
さまあ,さ,あ,0,high,gai1
とりかこむ,と,む,0,high,news1|nf24
べんちやあ,べ,あ,0,high,gai1
よつぱらう,よ,う,0,high,ichi1|news2|nf34
みとめ,み,め,0,high,ichi1|news1|nf24
びじねすらいく,び,く,0,high,gai1
へいかい,へ,い,0,high,ichi1|news1|nf11
せんいん,せ,ん,0,high,news1|nf17
そうち,そ,ち,0,high,ichi1|news1|nf02
せんねん,せ,ん,0,high,ichi1|news2|nf35
にゆうす,に,す,0,high,gai1|ichi1
うちまく,う,く,0,high,ichi1|news1|nf22
てかず,て,ず,0,high,ichi1|news2|nf30
まちうける,ま,る,0,high,ichi1|news1|nf19
めずらしい,め,い,0,high,ichi1|news2|nf33
にくげん,に,ん,0,high,ichi1|news2|nf27
すりむ,す,む,0,high,gai1
ほつとらいん,ほ,ん,0,high,gai1
だうんたうん,だ,ん,0,high,gai1
ごさ,ご,さ,0,high,ichi1|news1|nf21
ふえれつと,ふ,と,0,high,gai1
ながいき,な,き,0,high,ichi1|news2|nf26
ていかかく,て,く,0,high,news1|nf09
ぐうはつ,ぐ,つ,0,high,news1|nf23
ちゆうじよう,ち,う,0,high,news1|nf20
ぼでい,ぼ,い,0,high,gai1
なんじゆう,な,う,0,high,ichi1|news1|nf12
すうぷ,す,ぷ,0,high,gai1|ichi1
だいにんぐ,だ,ぐ,0,high,gai1
むり,む,り,0,high,ichi1|news1|nf05
けいはつ,け,つ,0,high,news1|nf14
とは,と,は,0,high,spec1
ふであと,ふ,と,0,high,news1|nf23
とうりやく,と,く,0,high,news1|nf17
ぱごだ,ぱ,だ,0,high,gai1
じよがい,じ,い,0,high,ichi1|news1|nf15
ばりけえど,ば,ど,0,high,gai1
ほどける,ほ,る,0,high,ichi1
じろん,じ,ん,0,high,news1|nf10
かたずける,か,る,0,high,ichi1|news2|nf37
そと,そ,と,0,high,ichi1|news1|nf02
さお,さ,お,0,high,ichi1|news2|nf30|nf44
かんごふ,か,ふ,0,high,ichi1|news1|nf04
きゆうする,き,る,0,high,news1|nf13
ことがら,こ,ら,0,high,ichi1|news1|nf15
せいしんてき,せ,き,0,high,news1|nf06
どうびよう,ど,う,0,high,news1|nf24
いわかん,い,ん,0,high,news1|nf12
そうべつかい,そ,い,0,high,ichi1
ならない,な,い,0,high,spec1
なまぬるい,な,い,0,high,ichi1|news2|nf36
にぎわう,に,う,0,high,ichi1
ほれる,ほ,る,0,high,ichi1
きようこうさいけつ,き,つ,0,high,news1|nf13
ひとみ,ひ,み,0,high,ichi1|news1|nf18
へつどほん,へ,ん,0,high,gai1
きずきあげる,き,る,0,high,news1|nf20
こうつごう,こ,う,0,high,ichi1|news2|nf28
いれいさい,い,い,0,high,news1|nf20
しようにびよう,し,う,0,high,news1|nf24
どきどき,ど,き,0,high,ichi1|spec1
とりにく,と,く,0,high,news1|nf23
いちじよう,い,う,0,high,news1|nf24
こんぶりお,こ,お,0,high,gai1
らいんあつぷ,ら,ぷ,0,high,gai1
あるばむ,あ,む,0,high,gai1|ichi1
なんこう,な,う,0,high,ichi1|news1|nf10
さまあすくうる,さ,る,0,high,gai1
ぞくご,ぞ,ご,0,high,ichi1|news2|nf43
さいんかい,さ,い,0,high,spec1
よたり,よ,り,0,high,spec1
こうとうがつこう,こ,う,0,high,ichi1|news1|nf15
へだたり,へ,り,0,high,news1|nf12
やるき,や,き,0,high,spec1
ほいくじよ,ほ,よ,0,high,ichi1|news1|nf11
あいぎよう,あ,う,0,high,spec1
ひすてりい,ひ,い,0,high,gai1
かつこう,か,う,0,high,ichi1|news1|nf04|nf14
ずん,ず,ん,0,high,ichi1|news1|nf06
がくめん,が,ん,0,high,news1|nf08
にちや,に,や,0,high,news1|nf03
どる,ど,る,0,high,gai1|ichi1
きずぐち,き,ち,0,high,news1|nf24
よこずな,よ,な,0,high,ichi1|news1|nf04
ふで,ふ,で,0,high,ichi1|news1|nf09
しやちゆう,し,う,0,high,news1|nf17
ふいに,ふ,に,0,high,ichi1
じんけん,じ,ん,0,high,ichi1|news1|nf02
おんきよう,お,う,0,high,ichi1|news1|nf11
しようがいしや,し,や,0,high,news1|nf03
えいぶんがく,え,く,0,high,news1|nf22
いんてりあ,い,あ,0,high,gai1|ichi1
にないて,に,て,0,high,news1|nf13
にげる,に,る,0,high,ichi1|news1|nf15
えす,え,す,0,high,gai1
おか,お,か,0,high,ichi1|news1|nf04|nf05
おつかけ,お,け,0,high,spec1
でんちぎれ,で,れ,0,high,spec1
じつてい,じ,い,0,high,news1|nf16
ふまえる,ふ,る,0,high,news1|nf05
しよしき,し,き,0,high,news2|nf27|spec1
むかえる,む,る,0,high,ichi1|news1|nf24
ねんこうじよれつ,ね,つ,0,high,news1|nf20
れすきゆう,れ,う,0,high,gai1
わら,わ,ら,0,high,ichi1
ちゆうしようてき,ち,き,0,high,ichi1|news1|nf15
ひこくにん,ひ,ん,0,high,news1|nf07
しよくどう,し,う,0,high,ichi1|news1|nf08|nf16
けんきゆうけつか,け,か,0,high,spec1
つかい,つ,い,0,high,ichi1|news1|nf09
むける,む,る,0,high,ichi1
きゆうきゆういりよう,き,う,0,high,spec1
こころよい,こ,い,0,high,ichi1|news1|nf22
こうどう,こ,う,0,high,ichi1|news1|nf01|nf10
はじめに,は,に,0,high,ichi1|spec1
ふつしよく,ふ,く,0,high,news2|nf26|spec1
ばれえぼおる,ば,る,0,high,gai1|ichi1
はいけい,は,い,0,high,ichi1|news1|news2|nf01|nf41
ふみた,ふ,た,0,high,ichi1|news1|nf05
ないとくらぶ,な,ぶ,0,high,gai1
ふきでもの,ふ,の,0,high,ichi1
じむしつ,じ,つ,0,high,ichi1|news1|nf17
うしろ,う,ろ,0,high,ichi1|news1|nf06
そだてる,そ,る,0,high,ichi1
ぐるめ,ぐ,め,0,high,gai1
へんしん,へ,ん,0,high,ichi1|news1|nf13|nf17
げんめん,げ,ん,0,high,news1|nf14
ぎじゆつ,ぎ,つ,0,high,ichi1|news1|nf01
みそこなう,み,う,0,high,ichi1
になると,に,と,0,high,spec1
そうだんやく,そ,く,0,high,news1|nf06
とくし,と,し,0,high,news1|nf06
さいかいはつ,さ,つ,0,high,news1|nf12
ちようしゆ,ち,ゆ,0,high,news1|nf04
しくじる,し,る,0,high,ichi1
でふれ,で,れ,0,high,gai1
はいとう,は,う,0,high,ichi1|news1|nf05
だがしや,だ,や,0,high,spec1
うちあげ,う,げ,0,high,news1|nf06
しようひんけん,し,ん,0,high,news1|nf20
おうぼう,お,う,0,high,news1|nf22
しんりようしよ,し,よ,0,high,ichi1
くろ,く,ろ,0,high,ichi1|news1|nf03
むし,む,し,0,high,ichi1|news1|nf06|nf07|nf14|nf22
もんきい,も,い,0,high,gai1
しゆつしよ,し,よ,0,high,news1|nf19
つりい,つ,い,0,high,gai1
しかし,し,し,0,high,ichi1
ぼおだあ,ぼ,あ,0,high,gai1
ともかく,と,く,0,high,ichi1
らんどりい,ら,い,0,high,gai1
かあとりつじ,か,じ,0,high,gai1
かんしんごと,か,と,0,high,news1|nf13
くらつしゆ,く,ゆ,0,high,gai1
たんしん,た,ん,0,high,news1|nf07
ぜんぼう,ぜ,う,0,high,news2|nf36|spec1
でんそう,で,う,0,high,news1|nf19
ていがく,て,く,0,high,ichi1|news1|news2|nf09|nf32
よつきゆう,よ,う,0,high,ichi1|news1|nf13
かき,か,き,0,high,ichi1|news1|news2|nf12|nf13|nf16|nf17|nf32|spec1
ひようりゆう,ひ,う,0,high,news1|nf17
すず,す,ず,0,high,ichi1|news1|nf13|nf17
げんけい,げ,い,0,high,news1|nf16|nf19
こぞ,こ,ぞ,0,high,ichi1|news1|nf10
よつつ,よ,つ,0,high,ichi1|news1|nf06
ほうりつ,ほ,つ,0,high,ichi1|news1|nf02
がすとあるばいたあ,が,あ,0,high,gai1
こぴぺ,こ,ぺ,0,high,spec1
だんぼう,だ,う,0,high,ichi1|news1|nf15
さんやく,さ,く,0,high,news1|nf05
けんじようしや,け,や,0,high,news1|nf18
どらいやあ,ど,あ,0,high,gai1
そくせんりよく,そ,く,0,high,news1|nf23
せつきよく,せ,く,0,high,news1|nf03
なしよなる,な,る,0,high,gai1
げんじ,げ,じ,0,high,news1|nf13
きゆうふ,き,ふ,0,high,news1|nf09
ひんしつ,ひ,つ,0,high,ichi1|news1|nf07
あご,あ,ご,0,high,ichi1|news2|nf38
そなわる,そ,る,0,high,ichi1|news1|nf22
ざいかい,ざ,い,0,high,ichi1|news1|nf03
くらくしよん,く,ん,0,high,gai1
りくかい,り,い,0,high,news1|nf19
ふおおむ,ふ,む,0,high,gai1
ある,あ,る,0,high,ichi1|news1|news2|nf05|nf23|nf37|spec1
だいなみずむ,だ,む,0,high,gai1
だつて,だ,て,0,high,ichi1
れんさ,れ,さ,0,high,news1|nf17
わかもん,わ,ん,0,high,ichi1|news1|nf02
かんせん,か,ん,0,high,ichi1|news1|nf03|nf12|nf13
しようしや,し,や,0,high,ichi1|news1|nf04|nf09|nf14|nf15|nf22
こや,こ,や,0,high,ichi1|news1|nf09
わかさ,わ,さ,0,high,news1|nf08
ぜんでら,ぜ,ら,0,high,news1|nf22
ごしつく,ご,く,0,high,gai1
まるちめでいあ,ま,あ,0,high,gai1
くなん,く,ん,0,high,news1|nf15
ちほうぎかい,ち,い,0,high,news1|nf13
じゆうかさんぜい,じ,い,0,high,news1|nf22
ぼすにあ,ぼ,あ,0,high,gai1
まどれえぬ,ま,ぬ,0,high,gai1
けいりよう,け,う,0,high,news1|nf11|nf21
おくり,お,り,0,high,news1|nf08
かがいしや,か,や,0,high,ichi1|news1|nf14
りいだあしつぷ,り,ぷ,0,high,gai1
しゆわん,し,ん,0,high,news1|nf09
いちがん,い,ん,0,high,news1|nf19
ろんぐほおる,ろ,る,0,high,gai1
しんて,し,て,0,high,news1|nf23
けいじばん,け,ん,0,high,ichi1
しようそく,し,く,0,high,ichi1|news1|nf11
ひばり,ひ,り,0,high,ichi1
すうじ,す,じ,0,high,ichi1|news1|nf02|nf13
はあらあだあびい,は,い,0,high,gai1
くうええと,く,と,0,high,gai1
もくと,も,と,0,high,ichi1
おいぬ,お,ぬ,0,high,news1|nf19
いろいろあつて,い,て,0,high,spec1
ついている,つ,る,0,high,spec1
ぼうりよくだん,ぼ,ん,0,high,news1|nf02
ふんとう,ふ,う,0,high,news1|nf22
おんじん,お,ん,0,high,ichi1|news2|nf33
しのぶ,し,ぶ,0,high,ichi1|news2|nf33|nf38|spec1
じゆんしよく,じ,く,0,high,ichi1
じつせん,じ,ん,0,high,ichi1|news1|nf07|nf12
おおろら,お,ら,0,high,gai1
かたまる,か,る,0,high,ichi1|news2|nf40
げんみつ,げ,つ,0,high,ichi1|news1|nf13
みせさき,み,き,0,high,news1|nf23
もがく,も,く,0,high,ichi1
せいぶつ,せ,つ,0,high,ichi1|news1|nf04
なさけぶかい,な,い,0,high,ichi1
むりやり,む,り,0,high,ichi1|news1|nf17|spec1
びばあく,び,く,0,high,gai1
とくさん,と,ん,0,high,ichi1|news1|nf13
ひげ,ひ,げ,0,high,ichi1
ひこうし,ひ,し,0,high,news1|nf17
ようしよ,よ,よ,0,high,ichi1|news1|news2|nf15|nf36
しゆんき,し,き,0,high,news1|nf17
てんのう,て,う,0,high,ichi1|news1|nf02
ぜんそく,ぜ,く,0,high,news2|nf34|spec1
じほう,じ,う,0,high,ichi1|news2|nf27
いんすう,い,う,0,high,news1|nf19
ひようさつ,ひ,つ,0,high,ichi1|news2|nf37
たき,た,き,0,high,ichi1|news1|nf08|nf10|nf16
からり,か,り,0,high,ichi1
くしやみ,く,み,0,high,ichi1
ましん,ま,ん,0,high,gai1
すぴいどうえい,す,い,0,high,spec1
せかいかん,せ,ん,0,high,news1|nf24
えめらるど,え,ど,0,high,gai1
むら,む,ら,0,high,ichi1|news1|nf03|nf23
ひつぜんてき,ひ,き,0,high,ichi1|news1|nf17
こんびに,こ,に,0,high,gai1
こうへい,こ,い,0,high,ichi1|news1|nf10|nf20
ひかえしつ,ひ,つ,0,high,ichi1|news1|nf13
ひやくえんしよつぷ,ひ,ぷ,0,high,spec1
ぬぐう,ぬ,う,0,high,ichi1
うつし,う,し,0,high,news1|nf24
しゆうもん,し,ん,0,high,news1|nf17
ふるまう,ふ,う,0,high,ichi1|news2|nf44
おふれこ,お,こ,0,high,gai1
だんじ,だ,じ,0,high,news1|nf13
