reading,start_char,end_char,priority_rank,priority_label,priority_tags
けつさく,け,く,0,high,ichi1|news1|nf13
とりえ,と,え,0,high,ichi1
かれんしい,か,い,0,high,gai1
じようそう,じ,う,0,high,news1|nf17
べいか,べ,か,0,high,ichi1|news1|nf08
きんし,き,し,0,high,ichi1|news1|news2|nf02|nf38
ぱそこん,ぱ,ん,0,high,gai1|ichi1
はた,は,た,0,high,ichi1|news1|nf04|nf18|spec1
いしつ,い,つ,0,high,news1|nf11
としよかん,と,ん,0,high,ichi1|news1|nf05
れんたい,れ,い,0,high,ichi1|news1|nf07|nf18
ぱぱさん,ぱ,ん,0,high,spec1
ふかい,ふ,い,0,high,ichi1|news1|nf17|nf23
ばあたあ,ば,あ,0,high,gai1
たきぎ,た,ぎ,0,high,news1|nf21
ほんぶ,ほ,ぶ,0,high,ichi1|news1|nf01
ねえむ,ね,む,0,high,gai1|ichi1
はじまり,は,り,0,high,ichi1|news1|nf07
しいあは,し,は,0,high,spec1
ちいさな,ち,な,0,high,spec1
どうにもならない,ど,い,0,high,spec1
しようとする,し,る,0,high,spec1
えつねん,え,ん,0,high,news1|nf16
さいご,さ,ご,0,high,ichi1|news1|nf01|nf16
さあちらいと,さ,と,0,high,gai1
ゆうりよく,ゆ,く,0,high,ichi1|news1|nf02
けちやつぷ,け,ぷ,0,high,gai1
ふべん,ふ,ん,0,high,ichi1|news1|nf22
ひきあい,ひ,い,0,high,news1|nf15
くりいく,く,く,0,high,gai1
おさなじみ,お,み,0,high,ichi1|news2|nf27
てんぽらりい,て,い,0,high,gai1
せいふ,せ,ふ,0,high,ichi1|news1|nf01
にほんし,に,し,0,high,spec1
えんそうば,え,ば,0,high,news1|nf07
えあばつぐ,え,ぐ,0,high,gai1
やくにたつ,や,つ,0,high,ichi1|news1|nf23
くちぐせ,く,せ,0,high,ichi1|news1|nf20
はつちようせん,は,ん,0,high,spec1
かいそく,か,く,0,high,ichi1|news1|nf19
ひとみしり,ひ,り,0,high,ichi1|news2|nf43
いりよく,い,く,0,high,news1|nf09
まだまだ,ま,だ,0,high,spec1
まもる,ま,る,0,high,ichi1|news1|nf09
しようじき,し,き,0,high,ichi1|news1|nf07
くちかず,く,ず,0,high,ichi1|news2|nf27
