reading,start_char,end_char,priority_rank,priority_label,priority_tags
しのぶ,し,ぶ,0,high,ichi1|news2|nf33|nf38|spec1
うええぶ,う,ぶ,0,high,gai1
ほんぽう,ほ,う,0,high,news1|nf20
いつもとおり,い,り,0,high,spec1
あつか,あ,か,0,high,ichi1|news1|nf04
おい,お,い,0,high,ichi1|news1|news2|nf13|nf39|spec1
ぴざ,ぴ,ざ,0,high,gai1
しつこうゆうよ,し,よ,0,high,news1|nf09
へみ,へ,み,0,high,ichi1|news1|nf16
ぶんしよ,ぶ,よ,0,high,ichi1|news1|nf02
ひてつきんぞく,ひ,く,0,high,news1|nf22
はいだつ,は,つ,0,high,ichi1|news1|nf11
にくい,に,い,0,high,ichi1|news2|nf28
みとめる,み,る,0,high,ichi1|news2|nf36
じらい,じ,い,0,high,news1|nf08
まえまえ,ま,え,0,high,news1|nf14
ほどける,ほ,る,0,high,ichi1
てきせい,て,い,0,high,ichi1|news1|nf05|nf23
しきそ,し,そ,0,high,news1|nf22
おうぎがた,お,た,0,high,ichi1|news2|nf45|spec2
にがわらい,に,い,0,high,ichi1|news2|nf34
はるあき,は,き,0,high,news1|nf12
がくれき,が,き,0,high,ichi1|news1|nf09
しまね,し,ね,0,high,news1|nf11
くみあい,く,い,0,high,ichi1|news1|nf02
えんけい,え,い,0,high,ichi1|news1|nf13
とおす,と,す,0,high,ichi1|news1|spec1
しゆよう,し,う,0,high,ichi1|news1|news2|nf02|nf27|spec1
ちやねる,ち,る,0,high,gai1
ききゆう,き,う,0,high,news1|nf19|nf20
せんよう,せ,う,0,high,ichi1|news1|nf04
うまる,う,る,0,high,ichi1|news2|nf28
いちにん,い,ん,0,high,ichi1|news1|nf02|nf13|nf16|spec1
おつかける,お,る,0,high,news1|nf06
ぜんちよう,ぜ,う,0,high,news1|nf17|nf18
はしら,は,ら,0,high,ichi1|news1|nf02
ちよつかつ,ち,つ,0,high,news1|nf16
なら,な,ら,0,high,spec1
ふくめる,ふ,る,0,high,ichi1
こうきようほうそう,こ,う,0,high,news1|nf24
なりゆき,な,き,0,high,ichi1|news1|nf15
そばむぎ,そ,ぎ,0,high,ichi1|news2|nf43
こうりよ,こ,よ,0,high,ichi1|news1|nf12
おおぼえ,お,え,0,high,gai1
れすと,れ,と,0,high,gai1
かくかん,か,ん,0,high,ichi1|news1|nf11
しようち,し,ち,0,high,ichi1|news1|nf08|nf11
ひき,ひ,き,0,high,ichi1|news1|nf04
あねさん,あ,ん,0,high,ichi1|news2|nf25
まぜあわす,ま,す,0,high,news1|nf18
こうがく,こ,く,0,high,ichi1|news1|nf06|nf09|nf19
すいけい,す,い,0,high,news1|nf10|nf19
あともどり,あ,り,0,high,ichi1|news2|nf25
せしゆう,せ,う,0,high,news1|nf20
たたずむ,た,む,0,high,ichi1
つかのま,つ,ま,0,high,ichi1|spec1
ふにん,ふ,ん,0,high,ichi1|news1|nf09|nf15
しいくれつとさあびす,し,す,0,high,gai1
えつふえるとう,え,う,0,high,spec1
つぎつぎ,つ,ぎ,0,high,news1|nf04
まつとうする,ま,る,0,high,news1|nf20
