reading,start_char,end_char,priority_rank,priority_label,priority_tags
さぷらい,さ,い,0,high,gai1
ゆとり,ゆ,り,0,high,ichi1
ひじゆう,ひ,う,0,high,news1|nf11
ぱつけえじ,ぱ,じ,0,high,gai1
とまと,と,と,0,high,gai1|ichi1
らんす,ら,す,0,high,gai1
あきや,あ,や,0,high,news1|nf24
たわむれる,た,る,0,high,ichi1
えいようがく,え,く,0,high,news1|nf24
すうにん,す,ん,0,high,spec1
かきこむ,か,む,0,high,news1|nf20
ぞうしん,ぞ,ん,0,high,news1|nf15
ほう,ほ,う,0,high,ichi1|news1|nf12|nf18
おふいしやる,お,る,0,high,gai1
やくどう,や,う,0,high,news1|nf21
いつまでも,い,も,0,high,ichi1
はだいろ,は,ろ,0,high,ichi1|news2|nf41
はいぞく,は,く,0,high,ichi1|news2|nf28
ちかう,ち,う,0,high,ichi1|news2|nf34
おろしうりぶつか,お,か,0,high,news1|nf17
くうええと,く,と,0,high,gai1
どろお,ど,お,0,high,gai1
ふるほんや,ふ,や,0,high,spec1
りよくか,り,か,0,high,news1|nf15
しやしゆ,し,ゆ,0,high,news1|nf09
ほうしよう,ほ,う,0,high,news1|nf05
どるかい,ど,い,0,high,spec1
ぼうぎよ,ぼ,よ,0,high,ichi1|news1|nf07
こんせんさす,こ,す,0,high,gai1
ひき,ひ,き,0,high,ichi1|news1|nf04
そうじしよく,そ,く,0,high,news1|nf08
むだん,む,ん,0,high,ichi1|news1|nf11
おれる,お,る,0,high,ichi1
もさど,も,ど,0,high,gai1
ぺんさき,ぺ,き,0,high,spec1
とんだ,と,だ,0,high,ichi1
おすみつき,お,き,0,high,spec1
かいが,か,が,0,high,ichi1|news1|nf03
さいじつ,さ,つ,0,high,ichi1
あらためる,あ,る,0,high,ichi1|news1|nf11
こうじちゆう,こ,う,0,high,spec1
じつせん,じ,ん,0,high,ichi1|news1|nf07|nf12
ぼおだあらいん,ぼ,ん,0,high,gai1
けいこく,け,く,0,high,ichi1|news1|nf06|nf19
すいそ,す,そ,0,high,ichi1|news1|nf11
あいりす,あ,す,0,high,gai1
いやらしい,い,い,0,high,ichi1|spec1
そうかがつかい,そ,い,0,high,news1|nf09
しようがく,し,く,0,high,news1|nf05|nf16|nf17|nf23
たよる,た,る,0,high,ichi1|news1|nf19
きようごうたしや,き,や,0,high,spec1
からあ,か,あ,0,high,gai1|ichi1|spec1
ろせんず,ろ,ず,0,high,spec1
こうらく,こ,く,0,high,ichi1|news1|nf20
おにごつこ,お,こ,0,high,spec1
ほんぶ,ほ,ぶ,0,high,ichi1|news1|nf01
あいてがた,あ,た,0,high,news1|nf17
しおれる,し,る,0,high,ichi1
おおぼえ,お,え,0,high,gai1
ばあれる,ば,る,0,high,gai1
へつど,へ,ど,0,high,gai1
かいいき,か,き,0,high,news1|nf08
せんし,せ,し,0,high,ichi1|news1|nf16|nf19
こうてき,こ,き,0,high,news1|nf03
おとうと,お,と,0,high,ichi1|news1|nf04
かんみん,か,ん,0,high,news1|nf10
みいら,み,ら,0,high,gai1
しようしよ,し,よ,0,high,ichi1|news1|nf08
もんだい,も,い,0,high,ichi1|news1|nf01
きんにく,き,く,0,high,ichi1|news1|nf08
ちんもく,ち,く,0,high,ichi1|news1|nf09
おしえる,お,る,0,high,ichi1|news2|nf38
じゆうだん,じ,ん,0,high,news1|nf11|nf24
たいむりい,た,い,0,high,gai1
ことごとく,こ,く,0,high,ichi1
ぶらじる,ぶ,る,0,high,spec1
やわらかい,や,い,0,high,ichi1|news1|nf20
ゆうろ,ゆ,ろ,0,high,gai1
かいめん,か,ん,0,high,ichi1|news1|nf13
おのずから,お,ら,0,high,ichi1
むろん,む,ん,0,high,ichi1|news1|nf24
さて,さ,て,0,high,ichi1
ちゆうにゆう,ち,う,0,high,news1|nf24
じにん,じ,ん,0,high,ichi1|news1|nf02|nf18
びゆうろお,び,お,0,high,gai1
すてご,す,ご,0,high,ichi1
しようあく,し,く,0,high,news1|nf20
もうしあわせ,も,せ,0,high,news1|nf15
かくれる,か,る,0,high,ichi1
ちあがある,ち,る,0,high,gai1
ばろめえたあ,ば,あ,0,high,gai1
すうりよう,す,う,0,high,ichi1|news1|nf07
てもち,て,ち,0,high,news1|nf14
とり,と,り,0,high,ichi1|news1|news2|nf04|nf14|nf32|spec1
べえこん,べ,ん,0,high,gai1
ほこうしやてんごく,ほ,く,0,high,ichi1
ほんじや,ほ,や,0,high,ichi1|news1|nf01
いばる,い,る,0,high,ichi1|news2|nf45
みまう,み,う,0,high,ichi1|news1|nf08
みなみにし,み,し,0,high,ichi1|news1|nf06
ようりつ,よ,つ,0,high,news1|nf05
いちがいに,い,に,0,high,ichi1|news1|nf24
ろくな,ろ,な,0,high,ichi1
ひつぱる,ひ,る,0,high,ichi1|news1|nf19
かくねんりよう,か,う,0,high,news1|nf07
かさかさ,か,さ,0,high,ichi1
もちずき,も,き,0,high,news1|nf11
はあどかばあ,は,あ,0,high,gai1
せんぎよ,せ,よ,0,high,news1|nf23
かんせいかん,か,ん,0,high,news1|nf22
