reading,start_char,end_char,priority_rank,priority_label,priority_tags
じようひん,じ,ん,0,high,ichi1|news2|nf46
でもくらつと,で,と,0,high,gai1
かいかい,か,い,0,high,ichi1|news1|nf04
ぱんていい,ぱ,い,0,high,gai1|ichi1
いぜんとして,い,て,0,high,news1|nf06
かつこ,か,こ,0,high,ichi1|news1|nf04|nf17
みぶり,み,り,0,high,ichi1|news2|nf40
のやま,の,ま,0,high,news1|nf18
くろじ,く,じ,0,high,ichi1|news1|nf02
ぶい,ぶ,い,0,high,gai1|news1|nf21
みどころ,み,ろ,0,high,ichi1|news1|nf14
ばつくす,ば,す,0,high,gai1
ぱんぷす,ぱ,す,0,high,gai1
じつしゆう,じ,う,0,high,ichi1|news1|nf11
さんそん,さ,ん,0,high,news1|nf10
じゆうちん,じ,ん,0,high,news1|nf21
まいこん,ま,ん,0,high,gai1
いんさつ,い,つ,0,high,ichi1|news1|nf06
さんじよ,さ,よ,0,high,news1|nf19
ざいがい,ざ,い,0,high,news1|nf14
かあれえす,か,す,0,high,gai1
ぷらいど,ぷ,ど,0,high,gai1|ichi1
はんそう,は,う,0,high,news1|nf21
らあめん,ら,ん,0,high,gai1|ichi1
ざんびあ,ざ,あ,0,high,gai1
とけい,と,い,0,high,ichi1|news1|nf07
はなしあう,は,う,0,high,ichi1|news1|nf11
がつき,が,き,0,high,ichi1|news1|nf07|nf16
しよゆうけん,し,ん,0,high,news1|nf09
おも,お,も,0,high,ichi1
くうしや,く,や,0,high,ichi1|news2|nf40
ああく,あ,く,0,high,gai1
いつかげつ,い,つ,0,high,spec1
うもう,う,う,0,high,news1|nf21
こうてい,こ,い,0,high,ichi1|news1|nf05|nf10|nf11|nf13|nf17|nf21|nf22|nf24
ふへん,ふ,ん,0,high,ichi1|news1|nf14|nf19
むすび,む,び,0,high,ichi1|news1|nf11
だんち,だ,ち,0,high,ichi1|news1|nf08
すずしい,す,い,0,high,ichi1|news2|nf30
しよくひんてんかぶつ,し,つ,0,high,news1|nf20
れえさあ,れ,あ,0,high,gai1
しかい,し,い,0,high,ichi1|news1|nf08|nf15|nf19
えれくとりつく,え,く,0,high,gai1
ねかせる,ね,る,0,high,ichi1|news2|nf40
しゆうず,し,ず,0,high,gai1|ichi1
やわらげる,や,る,0,high,ichi1|news2|nf34
たちおうじよう,た,う,0,high,news1|nf17
すろばきあ,す,あ,0,high,gai1
ほくとう,ほ,う,0,high,ichi1|news1|nf06
じようそう,じ,う,0,high,news1|nf17
ひだりあし,ひ,し,0,high,spec1
かげぐち,か,ち,0,high,news1|nf24
どらすちつく,ど,く,0,high,gai1
あるいみで,あ,で,0,high,spec1
ふんぱつ,ふ,つ,0,high,ichi1
きぼ,き,ぼ,0,high,ichi1|news1|nf01
さいえんす,さ,す,0,high,gai1
すかる,す,る,0,high,gai1
ぐたい,ぐ,い,0,high,news1|nf03
ごくろおさま,ご,ま,0,high,ichi1|news2|nf30|spec1
りか,り,か,0,high,ichi1|news1|nf09
みずぐち,み,ち,0,high,news1|nf22
しつぎよう,し,う,0,high,ichi1|news1|nf03
しゆうさん,し,ん,0,high,news1|nf22
おうだん,お,ん,0,high,ichi1|news1|nf10
あやうい,あ,い,0,high,ichi1|news1|nf14
かぞく,か,く,0,high,ichi1|news1|nf01
ちからもち,ち,ち,0,high,ichi1|news2|nf30
おくびよう,お,う,0,high,ichi1
ぶらんこ,ぶ,こ,0,high,ichi1|spec1
けんちよ,け,よ,0,high,news1|nf10
ちから,ち,ら,0,high,ichi1
くりすます,く,す,0,high,gai1|ichi1
ふれえむ,ふ,む,0,high,gai1
きよくち,き,ち,0,high,news1|nf19
があでいあん,が,ん,0,high,gai1
うちゆうくうかん,う,ん,0,high,news1|nf18
ねむる,ね,る,0,high,ichi1|news2|nf39
ちほうじちたい,ち,い,0,high,news1|nf06
がらん,が,ん,0,high,ichi1
どぶ,ど,ぶ,0,high,ichi1|spec1
ふろすと,ふ,と,0,high,gai1
でんせつ,で,つ,0,high,ichi1|news1|nf08
まける,ま,る,0,high,ichi1|news2|nf29
いずみ,い,み,0,high,ichi1|news1|nf06
せいちよう,せ,う,0,high,ichi1|news1|nf01|nf17|nf18
きたぐに,き,に,0,high,news1|nf23
かわぎし,か,し,0,high,ichi1|news1|nf21
ちゆうごくじん,ち,ん,0,high,news1|nf04
かんりやく,か,く,0,high,news1|nf22
いりゆうじよん,い,ん,0,high,gai1
うえき,う,き,0,high,ichi1|news1|nf17
さいせい,さ,い,0,high,ichi1|news1|nf04
かぶか,か,か,0,high,news1|nf02
かんぷう,か,う,0,high,news1|nf07
ぐらい,ぐ,い,0,high,spec1
まどぐち,ま,ち,0,high,ichi1|news1|nf04
けつしゆう,け,う,0,high,news1|nf07
ぱらどつくす,ぱ,す,0,high,gai1
ほわいと,ほ,と,0,high,gai1
あおやぎ,あ,ぎ,0,high,news1|nf19
こんご,こ,ご,0,high,gai1|ichi1|news1|nf01
ぼさのば,ぼ,ば,0,high,gai1
まし,ま,し,0,high,ichi1|news1|nf14
はしわたし,は,し,0,high,news1|nf16
いよう,い,う,0,high,news1|nf15
はたき,は,き,0,high,ichi1
もすくわ,も,わ,0,high,gai1
おいあげる,お,る,0,high,news1|nf19
ろうどうきじゆんほう,ろ,う,0,high,news1|nf16
かそ,か,そ,0,high,ichi1|news1|nf01|nf09
つういん,つ,ん,0,high,news1|nf19
ろでお,ろ,お,0,high,gai1
どうや,ど,や,0,high,news1|nf09
いちぞく,い,く,0,high,news1|nf11
まつぷたつ,ま,つ,0,high,news1|nf21
きやすたあ,き,あ,0,high,gai1
せいやく,せ,く,0,high,ichi1|news1|nf07|nf10|nf22|nf24
ゆにばあさる,ゆ,る,0,high,gai1
なしよなるちええん,な,ん,0,high,gai1
ちかよせる,ち,る,0,high,ichi1
かきこむ,か,む,0,high,news1|nf20
おくる,お,る,0,high,ichi1|news1|nf05|nf06
ぺありんぐ,ぺ,ぐ,0,high,gai1
ふくへい,ふ,い,0,high,news1|nf23
てがかり,て,り,0,high,ichi1|news1|nf12|spec1
そあん,そ,ん,0,high,news1|nf14
しゆくえき,し,き,0,high,news1|nf16
しねま,し,ま,0,high,gai1
いんとねえしよん,い,ん,0,high,gai2|ichi1
にじゆうきゆうにち,に,ち,0,high,spec1
いんだすとりある,い,る,0,high,gai1
おおぶん,お,ん,0,high,gai1
ろうふ,ろ,ふ,0,high,news1|nf23
たくはい,た,い,0,high,news1|nf10
もおたあ,も,あ,0,high,gai1|ichi1
よりわける,よ,る,0,high,ichi1
えんげい,え,い,0,high,ichi1|news1|nf13|nf15
かぎよう,か,う,0,high,news1|nf19
いそぎ,い,ぎ,0,high,news1|nf24
のこらず,の,ず,0,high,ichi1|news1|nf18
すぽおつ,す,つ,0,high,gai1|ichi1
