reading,start_char,end_char,priority_rank,priority_label,priority_tags
すいし,す,し,0,high,news1|nf17
ええていいえむ,え,む,0,high,spec1
どつちも,ど,も,0,high,spec1
ひれい,ひ,い,0,high,ichi1|news1|nf02
やぼう,や,う,0,high,news1|nf23
ふう,ふ,う,0,high,ichi1|news1|nf01|nf15|spec1
にがつ,に,つ,0,high,news1|nf01|spec1
ふじよぼうこう,ふ,う,0,high,news1|nf18
おんりい,お,い,0,high,gai1
さいくりんぐ,さ,ぐ,0,high,gai1
はぶく,は,く,0,high,ichi1
にゆうせん,に,ん,0,high,ichi1|news1|nf08
ぺい,ぺ,い,0,high,gai1
まんしよん,ま,ん,0,high,gai1|ichi1
りようがえ,り,え,0,high,ichi1|news1|nf19
とうろくしようひよう,と,う,0,high,spec1
としん,と,ん,0,high,ichi1|news1|nf05
もてなし,も,し,0,high,ichi1
だいこくばしら,だ,ら,0,high,news1|nf20
はんする,は,る,0,high,ichi1|news1|nf24
りいふれつと,り,と,0,high,gai1
ひろまる,ひ,る,0,high,ichi1|news1|nf20
かいむ,か,む,0,high,news1|nf16
ないたあ,な,あ,0,high,gai1
やきもち,や,ち,0,high,ichi1
よん,よ,ん,0,high,ichi1|news1|nf01
はんこ,は,こ,0,high,ichi1
ぷらいむれえと,ぷ,と,0,high,gai1
おてあらい,お,い,0,high,ichi1
つつく,つ,く,0,high,ichi1
あいのり,あ,り,0,high,news1|nf10
よそ,よ,そ,0,high,ichi1|news1|nf01|spec1
いちえん,い,ん,0,high,ichi1|news1|nf10
おやすみなさい,お,い,0,high,ichi1
こんや,こ,や,0,high,ichi1|news1|news2|nf18|nf28|spec2
くらす,く,す,0,high,gai1|ichi1|news2|nf39
たいど,た,ど,0,high,ichi1|news1|nf02
おりえんてえりんぐ,お,ぐ,0,high,gai1
がくぎよう,が,う,0,high,news1|nf21
つぽい,つ,い,0,high,spec1
ひんけつ,ひ,つ,0,high,ichi1|news1|nf20
はいぞく,は,く,0,high,ichi1|news2|nf28
じんいん,じ,ん,0,high,news1|nf05
すいじゆん,す,ん,0,high,ichi1|news1|nf02
ぞおん,ぞ,ん,0,high,gai1
あせすめんと,あ,と,0,high,gai1
ぽけつとまねえ,ぽ,え,0,high,gai1
めがしら,め,ら,0,high,news1|nf22
にて,に,て,0,high,spec1
ふりこみ,ふ,み,0,high,news1|nf15|spec1
みりりつとる,み,る,0,high,gai1
おびる,お,る,0,high,news1|nf24
にあつては,に,は,0,high,spec1
みき,み,き,0,high,ichi1|news1|nf07
ひらき,ひ,き,0,high,news1|nf08
いいぶん,い,ん,0,high,news1|nf11
ぷれいりすと,ぷ,と,0,high,spec1
べいはん,べ,ん,0,high,news1|nf23
めいじん,め,ん,0,high,ichi1|news1|nf04
かくてい,か,い,0,high,ichi1|news1|nf05
そんぎかい,そ,い,0,high,news1|nf19
ひましに,ひ,に,0,high,ichi1|news1|nf20
さまよう,さ,う,0,high,ichi1
えこのみすと,え,と,0,high,gai1
ねぞう,ね,う,0,high,ichi1
いにんぐ,い,ぐ,0,high,gai1
いじ,い,じ,0,high,ichi1|news1|nf01|nf11|nf14
そこじから,そ,ら,0,high,news1|nf20
しんでん,し,ん,0,high,news1|nf18|nf22
ゆうちよぎんこう,ゆ,う,0,high,spec1
しひよう,し,う,0,high,news1|nf05
ぶりすべん,ぶ,ん,0,high,gai1
けいだい,け,い,0,high,ichi1|news1|nf13
りつきやく,り,く,0,high,ichi1|news1|nf23
しぶ,し,ぶ,0,high,news1|nf03|nf10
ほうかい,ほ,い,0,high,ichi1|news1|nf02
ろうどうしよう,ろ,う,0,high,news1|nf05
きほん,き,ん,0,high,ichi1|news1|nf01
せすじ,せ,じ,0,high,news1|nf18
しよくばい,し,い,0,high,news1|nf22
あいきよう,あ,う,0,high,spec1
つかいわけ,つ,け,0,high,news1|nf23
しわ,し,わ,0,high,ichi1|news2|nf47
だか,だ,か,0,high,gai1|news1|nf12
ほうしゆう,ほ,う,0,high,ichi1|news1|nf05
あおぞら,あ,ら,0,high,ichi1|news1|nf12
らじある,ら,る,0,high,gai1
いびき,い,き,0,high,ichi1
しようへい,し,い,0,high,news1|nf18
みくろん,み,ん,0,high,gai1
こくし,こ,し,0,high,news1|nf17
そんみん,そ,ん,0,high,news1|nf15
すらろおむ,す,む,0,high,gai1
ときどき,と,き,0,high,ichi1|news1|nf07
だびんぐ,だ,ぐ,0,high,gai1
せんたくもの,せ,の,0,high,spec1
さつじん,さ,ん,0,high,ichi1|news1|nf03
きんじよ,き,よ,0,high,ichi1|news1|nf06
しごと,し,と,0,high,ichi1|news1|nf01
ぼく,ぼ,く,0,high,ichi1|news1|nf07
ごかく,ご,く,0,high,news1|nf13
ちやわん,ち,ん,0,high,ichi1|news1|nf21|spec1
つつみ,つ,み,0,high,ichi1|news1|news2|nf10|nf26
せえたあ,せ,あ,0,high,gai1|ichi1
まき,ま,き,0,high,news1|nf20|nf21
しゆんそく,し,く,0,high,news1|nf18
めいうん,め,ん,0,high,news1|nf15
しかく,し,く,0,high,ichi1|news1|news2|nf03|nf09|nf31
ひでえ,ひ,え,0,high,ichi1
めつた,め,た,0,high,ichi1|news2|nf46
びいだま,び,ま,0,high,spec1
ばつくぐらうんど,ば,ど,0,high,gai1
ばあい,ば,い,0,high,ichi1|news1|nf09
てんばい,て,い,0,high,news1|nf18
しゆうし,し,し,0,high,ichi1|news1|nf03|nf09|nf21
しやい,し,い,0,high,gai1|news1|nf22
かんれん,か,ん,0,high,ichi1|news1|nf01
ほうむしよう,ほ,う,0,high,news1|nf06
おれんじいろ,お,ろ,0,high,spec1
けいかく,け,く,0,high,ichi1|news1|nf01
にちべい,に,い,0,high,ichi1|news1|nf01
かんゆう,か,う,0,high,news1|nf13
ひようか,ひ,か,0,high,ichi1|news1|nf02
いしつぶつ,い,つ,0,high,ichi1
ほこう,ほ,う,0,high,news1|nf10
しゆうはすう,し,う,0,high,news1|nf13
すりむ,す,む,0,high,gai1
じようすう,じ,う,0,high,news1|nf02
いちりつ,い,つ,0,high,ichi1|news1|nf04|nf07
かぞくけいかく,か,く,0,high,news1|nf12
かしつちし,か,し,0,high,news1|nf14
ごうばん,ご,ん,0,high,ichi1|news1|nf24
いちぞく,い,く,0,high,news1|nf11
きかいか,き,か,0,high,news1|nf22
せいじやく,せ,く,0,high,ichi1|news2|nf27
めえた,め,た,0,high,gai1
ぞうしよ,ぞ,よ,0,high,news1|nf17
かふえ,か,え,0,high,gai1
けんじよう,け,う,0,high,news1|nf24
きゆうちゆう,き,う,0,high,news1|nf15
はあどでいすく,は,く,0,high,gai1
ちえるのぶいり,ち,り,0,high,gai1
いぜんとして,い,て,0,high,news1|nf06
ぎらぎら,ぎ,ら,0,high,ichi1|spec1
ぶんしん,ぶ,ん,0,high,news1|nf22
へるぱあ,へ,あ,0,high,gai1
みのしろきんようきゆう,み,う,0,high,news1|nf11
ちようじゆう,ち,う,0,high,news1|nf19
しんずい,し,い,0,high,ichi1|news2|nf25
ゆうりよく,ゆ,く,0,high,ichi1|news1|nf02
しよしんしや,し,や,0,high,news1|nf13
とおか,と,か,0,high,ichi1|spec1
からふる,か,る,0,high,gai1
つめきり,つ,り,0,high,ichi1
たつち,た,ち,0,high,gai1|ichi1
すれすれ,す,れ,0,high,ichi1
おいて,お,て,0,high,news1|nf09
れんきんじゆつし,れ,し,0,high,spec1
ぼおいんぐ,ぼ,ぐ,0,high,gai1
ぷろもおしよん,ぷ,ん,0,high,gai1
かかえ,か,え,0,high,news1|nf23
がいこう,が,う,0,high,ichi1|news1|nf01
きよか,き,か,0,high,ichi1|news1|nf03
まつこう,ま,う,0,high,news1|nf12
こんばいん,こ,ん,0,high,gai1
れんぐす,れ,す,0,high,gai1
りくろ,り,ろ,0,high,news1|nf18
さんぽ,さ,ぽ,0,high,ichi1|news1|nf10
ひようめん,ひ,ん,0,high,ichi1|news1|nf04
ばんごう,ば,う,0,high,ichi1|news1|nf03
よおぐると,よ,と,0,high,gai1
りせつしよん,り,ん,0,high,gai1
ふたり,ふ,り,0,high,ichi1|news1|nf01
かわく,か,く,0,high,ichi1
ごぜんちゆう,ご,う,0,high,spec1
たいりく,た,く,0,high,ichi1|news1|nf05
ぴつと,ぴ,と,0,high,gai1
まつり,ま,り,0,high,ichi1|news1|nf06
けんとう,け,う,0,high,ichi1|news1|nf02|nf11|nf19
ひいる,ひ,る,0,high,gai1
れしいばあ,れ,あ,0,high,gai1
わさび,わ,び,0,high,ichi1
ちんぷんかんぷん,ち,ん,0,high,ichi1
せいほうけい,せ,い,0,high,ichi1|news2|nf30
ろうどうしや,ろ,や,0,high,ichi1|news1|nf02
ふたい,ふ,い,0,high,news1|nf17
はまべ,は,べ,0,high,ichi1|news1|nf21
まつさき,ま,き,0,high,ichi1|news1|nf14
じえのさいど,じ,ど,0,high,gai1
きたない,き,い,0,high,ichi1|news2|nf35
こしよう,こ,う,0,high,ichi1|news1|nf05|nf16|nf20|spec1
しかない,し,い,0,high,spec1
ちようさ,ち,さ,0,high,ichi1|news1|nf01
ほうりつじむしよ,ほ,よ,0,high,news1|nf20
しようこん,し,ん,0,high,news1|nf14
あきいえ,あ,え,0,high,news1|nf24
めんたるへるす,め,す,0,high,gai1
ないん,な,ん,0,high,gai1
ここのえ,こ,え,0,high,news1|nf22
やくしや,や,や,0,high,ichi1|news1|nf07|nf18
さつそく,さ,く,0,high,ichi1|news2|nf36
ぶつく,ぶ,く,0,high,gai1
しんかんせん,し,ん,0,high,ichi1|news1|nf03
しつこい,し,い,0,high,ichi1
いぶつ,い,つ,0,high,news1|nf18|nf21
しゆじく,し,く,0,high,news1|nf12
きようゆう,き,う,0,high,ichi1|news1|nf15
きゆうしゆつ,き,つ,0,high,news1|nf10
あきる,あ,る,0,high,ichi1|news2|nf26
ながそで,な,で,0,high,ichi1
ひやす,ひ,す,0,high,ichi1|news1|nf24
つい,つ,い,0,high,ichi1
これ,こ,れ,0,high,ichi1
けついん,け,ん,0,high,news1|nf16
えす,え,す,0,high,gai1
たはたけ,た,け,0,high,ichi1|news1|nf16
こちこち,こ,ち,0,high,ichi1
こうだん,こ,ん,0,high,ichi1|news1|nf07|nf16
ごうひ,ご,ひ,0,high,news1|nf16
しかいしや,し,や,0,high,news1|nf18
さいてき,さ,き,0,high,ichi1|news1|nf10
はつたいめん,は,ん,0,high,news1|nf21
うんこ,う,こ,0,high,spec1
しいくれつとさあびす,し,す,0,high,gai1
やまがた,や,た,0,high,news1|nf05
ちよくし,ち,し,0,high,ichi1|news2|nf36
りやくす,り,す,0,high,ichi1
いずく,い,く,0,high,ichi1|news2|nf47
ちよく,ち,く,0,high,ichi1|news2|nf36|spec1
なぐる,な,る,0,high,ichi1|news1|nf11
おかげさまで,お,で,0,high,ichi1|spec1
しなやか,し,か,0,high,ichi1
ふおおくそんぐ,ふ,ぐ,0,high,gai1
ていえん,て,ん,0,high,ichi1|news1|nf12
じゆうきゆう,じ,う,0,high,news1|nf01
まつぷたつ,ま,つ,0,high,news1|nf21
むせん,む,ん,0,high,ichi1|news1|nf06
つれさる,つ,る,0,high,news1|nf24
へんとう,へ,う,0,high,ichi1|news1|nf20
ぷらす,ぷ,す,0,high,gai1|ichi1
ねんがく,ね,く,0,high,news1|nf22
だいたすう,だ,う,0,high,ichi1|news1|nf12
せんご,せ,ご,0,high,ichi1|news1|nf01
おとこのひと,お,と,0,high,spec1
りんやちよう,り,う,0,high,news1|nf17
しえいちかてつ,し,つ,0,high,spec1
ほうもつ,ほ,つ,0,high,ichi1|news1|nf17
おぞん,お,ん,0,high,gai1
あかしんごう,あ,う,0,high,news1|nf18
てんいん,て,ん,0,high,ichi1|news1|nf07
らくご,ら,ご,0,high,ichi1|news1|nf11
ひつかける,ひ,る,0,high,ichi1|news2|nf39
かくかん,か,ん,0,high,ichi1|news1|nf11
かつせん,か,ん,0,high,news1|nf08
くさい,く,い,0,high,ichi1
げめん,げ,ん,0,high,ichi1|news2|nf38
ぞうげん,ぞ,ん,0,high,ichi1|news1|nf17
ひかえる,ひ,る,0,high,ichi1|news1|nf06
ぼうげつ,ぼ,つ,0,high,news1|nf11
まかろに,ま,に,0,high,gai1
けいざいかい,け,い,0,high,news1|nf06
たてよこ,た,こ,0,high,ichi1
えんじよう,え,う,0,high,news1|nf17
さくしゆ,さ,ゆ,0,high,ichi1|news2|nf34
さいなん,さ,ん,0,high,ichi1|news2|nf27
ひとたび,ひ,び,0,high,news1|nf03
どうろ,ど,ろ,0,high,ichi1|news1|nf02
きつと,き,と,0,high,gai1|ichi1
まるい,ま,い,0,high,ichi1|news1|nf19
かねつ,か,つ,0,high,news1|nf13|nf17
ういんど,う,ど,0,high,gai1
つかいみち,つ,ち,0,high,ichi1|news1|nf19
のいず,の,ず,0,high,gai1
なちゆらる,な,る,0,high,gai1
ふんわり,ふ,り,0,high,spec1
ひれ,ひ,れ,0,high,gai1
れんさく,れ,く,0,high,news1|nf21
しようとする,し,る,0,high,spec1
くらべる,く,る,0,high,ichi1|news1|nf02
とし,と,し,0,high,ichi1|news1|nf01|nf02
しよひよう,し,う,0,high,news1|nf09
あんかあ,あ,あ,0,high,gai1
ぎゆうにゆう,ぎ,う,0,high,ichi1|news1|nf08
すぷれえ,す,え,0,high,gai1|ichi1
のうそん,の,ん,0,high,ichi1|news1|nf04
わいるど,わ,ど,0,high,gai1
かけざん,か,ん,0,high,ichi1
むきぶつ,む,つ,0,high,ichi1
でしいり,で,り,0,high,ichi1|news2|nf41
ぎこちない,ぎ,い,0,high,ichi1
かいじようほあんちよう,か,う,0,high,news1|nf14
はくしゆ,は,ゆ,0,high,ichi1|news1|nf06
たいはいてき,た,き,0,high,ichi1
ほんぶ,ほ,ぶ,0,high,ichi1|news1|nf01
ちゆうか,ち,か,0,high,ichi1|news1|nf08
ままさん,ま,ん,0,high,spec1
そくしん,そ,ん,0,high,ichi1|news1|nf03
めがみ,め,み,0,high,news1|nf17
しりお,し,お,0,high,ichi1
ゆうせいしよう,ゆ,う,0,high,news1|nf04
べいじん,べ,ん,0,high,news1|nf16
じんみやく,じ,く,0,high,news1|nf10
はんげん,は,ん,0,high,ichi1|news1|nf19
はえる,は,る,0,high,ichi1|ichi2
がくいん,が,ん,0,high,news1|nf04
れいんぼおふいつしゆ,れ,ゆ,0,high,gai1
ひやつかじてん,ひ,ん,0,high,ichi1|news1|nf22
ぎようしゆ,ぎ,ゆ,0,high,news1|nf06
みつゆ,み,ゆ,0,high,ichi1|news1|nf09
ぴつちんぐ,ぴ,ぐ,0,high,gai1
ろいやる,ろ,る,0,high,gai1
じようじ,じ,じ,0,high,news1|nf12
ちゆうし,ち,し,0,high,ichi1|news1|news2|nf03|nf33
あぶない,あ,い,0,high,ichi1|news2|nf39
ねん,ね,ん,0,high,news1|nf06|spec1
ほうし,ほ,し,0,high,ichi1|news1|nf10|nf24
ぼにゆう,ぼ,う,0,high,news1|nf16
いただく,い,く,0,high,ichi1
みならい,み,い,0,high,ichi1|news2|nf33
ととのう,と,う,0,high,ichi1|news2|nf28
ちらつと,ち,と,0,high,spec1
あてはまる,あ,る,0,high,ichi1
ふくらます,ふ,す,0,high,news1|nf18
こうがくしきもじにんしき,こ,き,0,high,spec1
ぶんかかい,ぶ,い,0,high,news1|nf09
くらし,く,し,0,high,ichi1|news1|nf04
ないこうてき,な,き,0,high,ichi1
かきとめ,か,め,0,high,ichi1|news1|nf14
たいくかん,た,ん,0,high,spec1
ならぶ,な,ぶ,0,high,ichi1|news2|nf29
やつと,や,と,0,high,ichi1
まねじめんと,ま,と,0,high,gai1
しこく,し,く,0,high,spec1
せんしよう,せ,う,0,high,news1|nf19|nf22
べえた,べ,た,0,high,gai1
こいん,こ,ん,0,high,gai1|ichi1
そこね,そ,ね,0,high,news1|nf24
ざんぱい,ざ,い,0,high,ichi1|news1|nf14
おんがく,お,く,0,high,ichi1|news1|nf01
てんか,て,か,0,high,ichi1|news1|news2|nf12|nf25|nf30
めくる,め,る,0,high,ichi1
あくしでんと,あ,と,0,high,gai1
けんぜん,け,ん,0,high,ichi1|news1|nf06
てきたい,て,い,0,high,ichi1|news1|nf14
ほんじようし,ほ,し,0,high,news1|nf21
さんとら,さ,ら,0,high,gai1
ふおおめえしよん,ふ,ん,0,high,gai1
あつさ,あ,さ,0,high,ichi1|news1|nf08|nf09
そうしよく,そ,く,0,high,ichi1|news1|news2|nf11|nf32
きむずかしい,き,い,0,high,ichi1|news2|nf46
すいいと,す,と,0,high,gai1
りよひ,り,ひ,0,high,ichi1|news1|nf14
めいと,め,と,0,high,spec1
たちなおり,た,り,0,high,news1|nf22
けえさつ,け,つ,0,high,ichi1|news1|nf01
ぞうがく,ぞ,く,0,high,news1|nf10
たあぼ,た,ぼ,0,high,gai1
くうてん,く,ん,0,high,news1|nf19
さいじつ,さ,つ,0,high,ichi1
ぴらみつど,ぴ,ど,0,high,gai1
なめる,な,る,0,high,ichi1
せんか,せ,か,0,high,news1|nf10
あずけいれる,あ,る,0,high,news1|nf13
かりすま,か,ま,0,high,gai1
しもはんき,し,き,0,high,news1|nf19
とりかえす,と,す,0,high,ichi1|news2|nf46
てがる,て,る,0,high,ichi1|news1|nf09
あきぐち,あ,ち,0,high,news1|nf21
ほうがく,ほ,く,0,high,ichi1|news1|news2|nf06|nf16|nf27
しきち,し,ち,0,high,ichi1|news1|nf06
ふちよう,ふ,う,0,high,ichi1|news1|news2|nf09|nf42
すたいみい,す,い,0,high,gai1
おいこす,お,す,0,high,ichi1|news2|nf42
たいいん,た,ん,0,high,ichi1|news1|nf04|nf12
えどつこ,え,こ,0,high,news1|nf23
あつというまに,あ,に,0,high,spec1
ろうふ,ろ,ふ,0,high,news1|nf23
くつした,く,た,0,high,ichi1|news1|nf19
へんしん,へ,ん,0,high,ichi1|news1|nf13|nf17
のう,の,う,0,high,ichi1|news1|nf03|nf05
がそりんすたんど,が,ど,0,high,gai1|ichi1
むてき,む,き,0,high,news2|nf32|spec1
たいくつ,た,つ,0,high,ichi1|news2|nf40
ていか,て,か,0,high,ichi1|news1|nf03|nf10
ぼうきよ,ぼ,よ,0,high,news1|nf20
はあどぼいるど,は,ど,0,high,gai1
あじあじん,あ,ん,0,high,spec1
まいかあ,ま,あ,0,high,gai1
こうかく,こ,く,0,high,news1|nf24
いけめん,い,ん,0,high,spec1
よきせぬ,よ,ぬ,0,high,spec1
たいが,た,が,0,high,ichi1|news1|nf11
きようごう,き,う,0,high,news1|nf09|nf19
ぶおけ,ぶ,け,0,high,ichi1
じだん,じ,ん,0,high,news1|nf23
てんのうへいか,て,か,0,high,news1|nf06
こつとう,こ,う,0,high,news2|nf37|spec1
やくそく,や,く,0,high,ichi1|news1|nf05
さんるうふ,さ,ふ,0,high,gai1
える,え,る,0,high,ichi1|news2|nf35
じはつてき,じ,き,0,high,ichi1|news1|nf14
さそう,さ,う,0,high,ichi1|news1|nf10
けちやつぷ,け,ぷ,0,high,gai1
せいぎよ,せ,よ,0,high,ichi1|news1|nf09
ほりゆう,ほ,う,0,high,ichi1|news1|nf14
こくみんけんこうほけん,こ,ん,0,high,news1|nf21
きようかん,き,ん,0,high,ichi1|news1|nf10|nf14
あべにゆう,あ,う,0,high,gai1
わらいごえ,わ,え,0,high,ichi1|news1|nf24
とのさま,と,ま,0,high,news1|nf22
になると,に,と,0,high,spec1
とくめい,と,い,0,high,ichi1|news1|nf14
ぴん,ぴ,ん,0,high,gai1|ichi1
きこえる,き,る,0,high,ichi1|news2|nf25
ろおしよん,ろ,ん,0,high,gai1
ぷれえやあ,ぷ,あ,0,high,gai1
きたく,き,く,0,high,ichi1|news1|nf10
しつそ,し,そ,0,high,ichi1|news2|nf42
ここの,こ,の,0,high,ichi1|news1|nf01
れつか,れ,か,0,high,news1|nf21
しんて,し,て,0,high,news1|nf23
せんたくき,せ,き,0,high,ichi1|news1|nf13
げいいん,げ,ん,0,high,ichi1|news1|nf01
ぽおたぶる,ぽ,る,0,high,gai1
うすぎ,う,ぎ,0,high,ichi1|news2|nf43
