reading,start_char,end_char,priority_rank,priority_label,priority_tags
ぶんげい,ぶ,い,0,high,ichi1|news1|nf06
ちきん,ち,ん,0,high,gai1|ichi1
くらい,く,い,0,high,ichi1|news2|nf42|spec1
ねぼう,ね,う,0,high,ichi1
だいひよう,だ,う,0,high,ichi1|news1|nf01
ぜんぜん,ぜ,ん,0,high,ichi1|news1|nf16
あるいみで,あ,で,0,high,spec1
せんたつき,せ,き,0,high,ichi1|news1|nf13
ひよつとして,ひ,て,0,high,spec1
せらみつく,せ,く,0,high,gai1
ひりつ,ひ,つ,0,high,ichi1|news1|nf03
じゆうたん,じ,ん,0,high,ichi1
かきとめ,か,め,0,high,ichi1|news1|nf14
げんどがく,げ,く,0,high,news1|nf10
せいべつ,せ,つ,0,high,ichi1|news1|nf09
あれだけ,あ,け,0,high,spec1
ぷれえやあ,ぷ,あ,0,high,gai1
いちにん,い,ん,0,high,ichi1|news1|nf02|nf13|nf16|spec1
ぷらいど,ぷ,ど,0,high,gai1|ichi1
あめえば,あ,ば,0,high,gai1
ふせい,ふ,い,0,high,ichi1|news1|nf04
しゆにゆう,し,う,0,high,ichi1|news1|nf01
しかし,し,し,0,high,ichi1
ふつご,ふ,ご,0,high,news1|nf16
ひようろんか,ひ,か,0,high,news1|nf04
ぼうりんぐ,ぼ,ぐ,0,high,spec1
しがいせん,し,ん,0,high,news1|nf12
ろうれん,ろ,ん,0,high,news1|nf08
まいど,ま,ど,0,high,ichi1|news2|nf33
びいと,び,と,0,high,gai1
おもわず,お,ず,0,high,ichi1|news1|nf02
しやあぷぺんしる,し,る,0,high,gai1|ichi1
きゆれえたあ,き,あ,0,high,gai1
つながる,つ,る,0,high,ichi1
はじる,は,る,0,high,ichi1|news2|nf37
たのむ,た,む,0,high,ichi1|news1|nf08
ひので,ひ,で,0,high,ichi1|news1|nf18
ごくろおさま,ご,ま,0,high,ichi1|news2|nf30|spec1
はげ,は,げ,0,high,ichi1|spec1
ちゆうき,ち,き,0,high,news1|nf06
わざ,わ,ざ,0,high,ichi1|news1|nf07
きぬ,き,ぬ,0,high,ichi1|news1|nf12
かんびよう,か,う,0,high,ichi1|news1|nf22
あきぐち,あ,ち,0,high,news1|nf21
いちぎよう,い,う,0,high,news1|nf07
さいあい,さ,い,0,high,news2|nf31|spec1
みずしらず,み,ず,0,high,ichi1|news2|nf35
れいとうしよくひん,れ,ん,0,high,spec1
そくほう,そ,う,0,high,news1|nf06
ようふう,よ,う,0,high,ichi1|news2|nf25
かもつ,か,つ,0,high,ichi1|news1|nf06
ちようざ,ち,ざ,0,high,news1|nf17
うながす,う,す,0,high,ichi1|news2|nf27
おうだん,お,ん,0,high,ichi1|news1|nf10
ぷれすりりいす,ぷ,す,0,high,gai1
ちんもく,ち,く,0,high,ichi1|news1|nf09
さらさら,さ,ら,0,high,ichi1
きゆうきよく,き,く,0,high,ichi1|news1|nf12
おもる,お,る,0,high,news1|nf17
かくりつ,か,つ,0,high,ichi1|news1|nf04|nf10
ひさしい,ひ,い,0,high,ichi1|news2|nf32
げきどう,げ,う,0,high,ichi1|news1|nf10
おんしらず,お,ず,0,high,ichi1
れいとう,れ,う,0,high,ichi1|news1|nf10
どうとく,ど,く,0,high,ichi1|news1|nf14
おくらす,お,す,0,high,ichi1
かざかみ,か,み,0,high,ichi1|news2|nf29
せつかち,せ,ち,0,high,ichi1
ぱんあめりかにずむ,ぱ,む,0,high,gai1
ちんあげ,ち,げ,0,high,news1|nf05
てかず,て,ず,0,high,ichi1|news2|nf30
のりこえる,の,る,0,high,ichi1|news1|nf17
どうびよう,ど,う,0,high,news1|nf24
さむらい,さ,い,0,high,ichi1|news1|nf14|nf18
けいりよう,け,う,0,high,news1|nf11|nf21
