reading,start_char,end_char,priority_rank,priority_label,priority_tags
にだい,に,い,0,high,news1|nf17
ぷろもおしよん,ぷ,ん,0,high,gai1
さいげつ,さ,つ,0,high,ichi1|news1|nf13
こい,こ,い,0,high,ichi1|news1|news2|nf06|nf17|nf30|nf32
かんふる,か,る,0,high,gai1
ええ,え,え,0,high,ichi1
おおば,お,ば,0,high,ichi1|news1|nf10
しおにずむ,し,む,0,high,gai1
きめる,き,る,0,high,ichi1|news1|nf22
うながす,う,す,0,high,ichi1|news2|nf27
すいさんぎよう,す,う,0,high,news1|nf22
おいつく,お,く,0,high,ichi1|news1|nf16
ちゆうしん,ち,ん,0,high,ichi1|news1|nf01|nf16
ろぜ,ろ,ぜ,0,high,gai1
きねしおろじい,き,い,0,high,gai1
ひめい,ひ,い,0,high,ichi1|news1|nf11
さなか,さ,か,0,high,ichi1|news2|nf42
うたがい,う,い,0,high,ichi1|news1|nf01
おたんじようび,お,び,0,high,spec1
かしこい,か,い,0,high,ichi1|news2|nf30
こうらい,こ,い,0,high,news1|nf19
きにいり,き,り,0,high,news1|nf23
ばたふらい,ば,い,0,high,gai1
ゆうきぶつ,ゆ,つ,0,high,ichi1|news1|nf22
まるくすしゆぎ,ま,ぎ,0,high,spec1
せいけん,せ,ん,0,high,ichi1|news1|nf01|nf20
つつぱり,つ,り,0,high,news1|nf18
ないほう,な,う,0,high,news1|nf24
ちようきよう,ち,う,0,high,news1|nf20
まちがい,ま,い,0,high,ichi1|news1|nf07
ちいずけえき,ち,き,0,high,gai1
たのむ,た,む,0,high,ichi1|news1|nf08
ぼうだい,ぼ,い,0,high,ichi1|news1|nf06
たいしよう,た,う,0,high,ichi1|news1|news2|nf01|nf05|nf07|nf13|nf15|nf23|nf33
きまえ,き,え,0,high,ichi1|news2|nf36
ひとすじ,ひ,じ,0,high,news1|nf12
けいざいせいちようりつ,け,つ,0,high,news1|nf12
むうん,む,ん,0,high,gai1
