reading,start_char,end_char,priority_rank,priority_label,priority_tags
おんえあ,お,あ,0,high,gai1
たびさき,た,き,0,high,news1|nf22
じゆせい,じ,い,0,high,news1|news2|nf24|nf28
じつしつ,じ,つ,0,high,news1|nf03
そつい,そ,い,0,high,news1|nf22
びつしより,び,り,0,high,ichi1
かせいふ,か,ふ,0,high,news1|nf19
けむる,け,る,0,high,ichi1
うまれ,う,れ,0,high,ichi1
おうごん,お,ん,0,high,ichi1|news1|nf09
けんちくか,け,か,0,high,spec1
じゆうゆ,じ,ゆ,0,high,news1|nf20
こすもぽりたん,こ,ん,0,high,gai1
げんしゆう,げ,う,0,high,news1|nf09
くろしお,く,お,0,high,news1|nf22
むめ,む,め,0,high,ichi1|news1|nf07
らんかく,ら,く,0,high,ichi1|news1|nf21
あれほど,あ,ど,0,high,spec1
しんらい,し,い,0,high,ichi1|news1|nf03
おもかげ,お,げ,0,high,ichi1|news1|nf17
いしきてき,い,き,0,high,news1|nf17
さんぽう,さ,う,0,high,news1|nf23
じようぎ,じ,ぎ,0,high,ichi1|news2|nf36
げえむせんたあ,げ,あ,0,high,gai1
てわたす,て,す,0,high,news1|nf17
まきし,ま,し,0,high,gai1
おだいじに,お,に,0,high,spec1
にて,に,て,0,high,spec1
まいくろばす,ま,す,0,high,gai1
くたばる,く,る,0,high,ichi1
ほとけ,ほ,け,0,high,ichi1
べき,べ,き,0,high,spec1
じやまいか,じ,か,0,high,gai1
かんぱい,か,い,0,high,ichi1|news1|nf17|nf21
ふほう,ふ,う,0,high,ichi1|news1|nf05
かんしん,か,ん,0,high,ichi1|news1|nf01|nf10
そうしつ,そ,つ,0,high,ichi1|news1|nf14
しやかいしゆぎ,し,ぎ,0,high,news1|nf03
しるくろおど,し,ど,0,high,gai1
じよじよに,じ,に,0,high,news1|nf05
いぞんしよう,い,う,0,high,spec1
きやんぷ,き,ぷ,0,high,gai1|ichi1
にぎりずし,に,し,0,high,ichi1|news2|nf46
もちあい,も,い,0,high,news1|nf23
よるごはん,よ,ん,0,high,spec1
ぞうきばやし,ぞ,し,0,high,news1|nf16
りようしゆう,り,う,0,high,ichi1|news1|news2|nf17|nf32
はんど,は,ど,0,high,gai1
ふまん,ふ,ん,0,high,ichi1|news1|nf02
ふらわああれんじめんと,ふ,と,0,high,gai1
ながい,な,い,0,high,ichi1|news1|nf15
たらたら,た,ら,0,high,ichi1
らばあ,ら,あ,0,high,gai1
まちやくば,ま,ば,0,high,news1|nf18
ほし,ほ,し,0,high,ichi1|news1|nf05
めんどう,め,う,0,high,ichi1|news1|nf08
きもち,き,ち,0,high,ichi1|news1|nf01
めす,め,す,0,high,gai1|ichi1|news1|nf15
ひめ,ひ,め,0,high,news1|nf07
きやろる,き,る,0,high,gai1
あいじん,あ,ん,0,high,news1|nf13
かしら,か,ら,0,high,ichi1|spec1
ちゆうこしや,ち,や,0,high,news1|nf13
わかる,わ,る,0,high,ichi1|news2|nf39|spec1
せんもんがつこう,せ,う,0,high,news1|nf08
たんざにあ,た,あ,0,high,gai1
しよたいめん,し,ん,0,high,news1|nf21
たたむ,た,む,0,high,ichi1
ちやあたあ,ち,あ,0,high,gai1
がんそ,が,そ,0,high,news1|nf17
やくがら,や,ら,0,high,news1|nf19
ひとつ,ひ,つ,0,high,ichi1|news1|nf01
いつとき,い,き,0,high,ichi1|spec1
きゆうげき,き,き,0,high,ichi1|news1|nf05
もんたな,も,な,0,high,gai1
ぞんじる,ぞ,る,0,high,ichi1|news2|nf29
しゆとけん,し,ん,0,high,news1|nf03
まぐにちゆうど,ま,ど,0,high,gai1
せんえん,せ,ん,0,high,spec1
そんちよう,そ,う,0,high,ichi1|news1|nf08|nf11
あんてい,あ,い,0,high,ichi1|news1|nf02
のきなみ,の,み,0,high,ichi1|news2|nf31
ごい,ご,い,0,high,ichi1|news2|nf37
せんめい,せ,い,0,high,news1|nf05
じかよう,じ,う,0,high,news1|nf24
おおでいお,お,お,0,high,gai1
ぶい,ぶ,い,0,high,gai1|news1|nf21
かもしれません,か,ん,0,high,spec1
かくべち,か,ち,0,high,ichi1|news1|nf19
おとしもの,お,の,0,high,ichi1|news2|nf40|spec1
はこ,は,こ,0,high,ichi1|news1|nf09
てはじめ,て,め,0,high,news1|nf19
じゆうこう,じ,う,0,high,news1|nf17
はたあげ,は,げ,0,high,news1|nf15
だいじよおぶ,だ,ぶ,0,high,ichi1|news1|nf06
かんじよう,か,う,0,high,ichi1|news1|nf04|nf11|nf21
