reading,start_char,end_char,priority_rank,priority_label,priority_tags
しはらい,し,い,0,high,ichi1|news1|nf03|spec1
てぎわ,て,わ,0,high,ichi1|news1|nf19
それはさておき,そ,き,0,high,spec1
そふああ,そ,あ,0,high,ichi1
かいさつ,か,つ,0,high,ichi1|news1|nf13
しよくどう,し,う,0,high,ichi1|news1|nf08|nf16
いちねんかん,い,ん,0,high,spec1
いちぎ,い,ぎ,0,high,news1|nf20
かわせ,か,せ,0,high,ichi1|news1|nf03
ないがい,な,い,0,high,news1|nf03
せんもんか,せ,か,0,high,ichi1|news1|nf02
にもかかわらず,に,ず,0,high,ichi1|spec1
まゆ,ま,ゆ,0,high,ichi1|news1|nf22
いつちやく,い,く,0,high,news1|nf23
りようあし,り,し,0,high,news1|nf15
けんじよう,け,う,0,high,news1|nf24
ふかけつ,ふ,つ,0,high,ichi1|news1|nf07
めんえき,め,き,0,high,news1|nf07
はじまり,は,り,0,high,ichi1|news1|nf07
かさい,か,い,0,high,ichi1|news1|nf05|nf14
がすたあびん,が,ん,0,high,gai1
すのお,す,お,0,high,gai1
かくげつ,か,つ,0,high,news1|nf23
しゆうめい,し,い,0,high,news1|nf22
あまやどり,あ,り,0,high,ichi1
りいく,り,く,0,high,gai1
さこく,さ,く,0,high,ichi1|news1|nf20
それでいて,そ,て,0,high,spec1
しよみん,し,ん,0,high,ichi1|news1|nf05
ゆうあい,ゆ,い,0,high,news1|nf13
むかしのまま,む,ま,0,high,spec1
よめい,よ,い,0,high,news1|nf23
こつきよう,こ,う,0,high,ichi1|news1|nf02
みどり,み,り,0,high,ichi1|news1|nf03
ふごうり,ふ,り,0,high,ichi1|news1|nf18
くつした,く,た,0,high,ichi1|news1|nf19
さんじゆう,さ,う,0,high,news1|nf01|spec1
まいなす,ま,す,0,high,gai1|ichi1
ゆうじよう,ゆ,う,0,high,ichi1|news1|nf10
ひび,ひ,び,0,high,ichi1|news1|nf04
まかろに,ま,に,0,high,gai1
はんらく,は,く,0,high,news1|nf24
おそわる,お,る,0,high,ichi1|news2|nf42
でなければならない,で,い,0,high,spec1
いちがつ,い,つ,0,high,news1|nf01|spec1
じじつじよう,じ,う,0,high,news1|nf02
たいる,た,る,0,high,gai1
むく,む,く,0,high,ichi1
ひんけつ,ひ,つ,0,high,ichi1|news1|nf20
さんぱい,さ,い,0,high,ichi1|news1|nf07|nf14
しよくばい,し,い,0,high,news1|nf22
らぼ,ら,ぼ,0,high,gai1
せえたあ,せ,あ,0,high,gai1|ichi1
そこね,そ,ね,0,high,news1|nf24
いな,い,な,0,high,ichi1
ろおらあ,ろ,あ,0,high,gai1
おぞん,お,ん,0,high,gai1
ほしようきん,ほ,ん,0,high,spec1
りつきやく,り,く,0,high,ichi1|news1|nf23
ちようほう,ち,う,0,high,ichi1|news2|nf38
かつぷりんぐしゆがあ,か,あ,0,high,gai1
たやすい,た,い,0,high,ichi1
まりいん,ま,ん,0,high,gai1
はで,は,で,0,high,ichi1|news1|nf08
かんぱん,か,ん,0,high,ichi1|news1|nf24
たびさき,た,き,0,high,news1|nf22
うずまき,う,き,0,high,ichi1|news2|nf33
れしいばあ,れ,あ,0,high,gai1
さんぽ,さ,ぽ,0,high,ichi1|news1|nf10
いいかえる,い,る,0,high,ichi1|news2|nf30
つどい,つ,い,0,high,news1|nf12
のおまあく,の,く,0,high,gai1
めつた,め,た,0,high,ichi1|news2|nf46
おろしうりぶつか,お,か,0,high,news1|nf17
きまつて,き,て,0,high,news1|nf01
ぼんにん,ぼ,ん,0,high,ichi1|news2|nf27
ちようなん,ち,ん,0,high,ichi1|news1|nf01
しんど,し,ど,0,high,ichi1|news1|nf14
なんぴと,な,と,0,high,news1|nf07
しゆうにゆう,し,う,0,high,ichi1|news1|nf02
じゆうい,じ,い,0,high,news1|nf13
あいしゆう,あ,う,0,high,news2|nf27|spec1
さふあいあ,さ,あ,0,high,gai1
えんじよう,え,う,0,high,news1|nf17
わるぐち,わ,ち,0,high,ichi1|news1|nf14|spec1
どりい,ど,い,0,high,gai1
はごたえ,は,え,0,high,news2|nf41|spec1
ぶつさん,ぶ,ん,0,high,news1|nf16
かいひ,か,ひ,0,high,ichi1|news1|nf07|nf08
にゆうす,に,す,0,high,gai1|ichi1
もつとも,も,も,0,high,ichi1|news1|nf01
ぐたいか,ぐ,か,0,high,news1|nf11
ないき,な,き,0,high,news1|nf17
たいむ,た,む,0,high,gai1|ichi1
ぱきすたん,ぱ,ん,0,high,gai1
ちたい,ち,い,0,high,ichi1|news1|nf04
ゆうき,ゆ,き,0,high,ichi1|news1|nf07
ちかどう,ち,う,0,high,ichi1|news1|nf24
やすもの,や,の,0,high,news2|nf40|spec1
でざあと,で,と,0,high,gai1|ichi1
がんま,が,ま,0,high,gai1
のろま,の,ま,0,high,ichi1
くみかえ,く,え,0,high,news1|nf17
しやつきん,し,ん,0,high,ichi1|news1|nf05
ゆうりよく,ゆ,く,0,high,ichi1|news1|nf02
ねつする,ね,る,0,high,ichi1|news2|nf26
こまか,こ,か,0,high,news1|nf13
しんせいかつ,し,つ,0,high,spec1
どうか,ど,か,0,high,ichi1|news2|nf29|spec1
つつく,つ,く,0,high,ichi1
べんじよ,べ,よ,0,high,ichi1|news2|nf25
おもみ,お,み,0,high,ichi1|news1|nf08
てんもんだい,て,い,0,high,news1|nf16
かけつける,か,る,0,high,news1|nf20
ぱあす,ぱ,す,0,high,gai1
みにちゆあ,み,あ,0,high,gai1
すきやんだらす,す,す,0,high,gai1
じやむ,じ,む,0,high,gai1|ichi1
よくせい,よ,い,0,high,ichi1|news1|nf04
いやがらせ,い,せ,0,high,news1|nf15
にゆうねん,に,ん,0,high,ichi1|news1|nf20
さいけん,さ,ん,0,high,ichi1|news1|nf03|nf06
おまけに,お,に,0,high,spec1
にゆうたうん,に,ん,0,high,gai1
けんぞうぶつ,け,つ,0,high,news1|nf12
ちらつと,ち,と,0,high,spec1
おつねん,お,ん,0,high,news1|nf16
かめらまん,か,ん,0,high,gai1|ichi1
ろんがい,ろ,い,0,high,news1|nf24
とれえど,と,ど,0,high,gai1
あたいする,あ,る,0,high,ichi1|news2|nf29
ごご,ご,ご,0,high,ichi1|news1|nf01
がくりよく,が,く,0,high,ichi1|news1|nf11
たもつ,た,つ,0,high,ichi1|news1|nf16
みどるほおる,み,る,0,high,gai1
りんじゆう,り,う,0,high,ichi1|news2|nf36
うらめ,う,め,0,high,news1|nf15
いつになく,い,く,0,high,spec1
かかと,か,と,0,high,ichi1
むうでいい,む,い,0,high,gai1
ごおじやす,ご,す,0,high,gai1
しんちやく,し,く,0,high,spec1
いにん,い,ん,0,high,ichi1|news1|nf22
ひとびと,ひ,と,0,high,ichi1|news1|nf01
かんわざ,か,ざ,0,high,ichi1
ふらつぐ,ふ,ぐ,0,high,gai1
じようしよう,じ,う,0,high,ichi1|news1|nf02
ねばりずよい,ね,い,0,high,news1|nf15
りよひ,り,ひ,0,high,ichi1|news1|nf14
かため,か,め,0,high,news1|nf11
ぱつど,ぱ,ど,0,high,gai1
いんどねしあ,い,あ,0,high,gai1
はくば,は,ば,0,high,news1|nf16
つりあい,つ,い,0,high,ichi1
ふあいと,ふ,と,0,high,gai1
さくりやく,さ,く,0,high,ichi1|news2|nf32
けんちくぶつ,け,つ,0,high,spec1
ばちがい,ば,い,0,high,ichi1
のうたん,の,ん,0,high,news1|nf22
こくし,こ,し,0,high,news1|nf17
かくり,か,り,0,high,news1|nf11
てんたい,て,い,0,high,ichi1|news1|nf14
しんまい,し,い,0,high,ichi1|news1|nf16
