dict_size,random_seed,char,start_count,end_count,total_count,start_rate,end_rate,total_rate
150,0,よ,3,0,3,0.020000,0.000000,0.010000
150,0,ら,0,1,1,0.000000,0.006667,0.003333
150,0,り,3,5,8,0.020000,0.033333,0.026667
150,0,る,0,3,3,0.000000,0.020000,0.010000
150,0,れ,2,2,4,0.013333,0.013333,0.013333
150,0,ろ,1,5,6,0.006667,0.033333,0.020000
150,0,わ,1,1,2,0.006667,0.006667,0.006667
150,0,ん,0,21,21,0.000000,0.140000,0.070000
200,0,あ,14,5,19,0.070000,0.025000,0.047500
200,0,い,9,14,23,0.045000,0.070000,0.057500
200,0,う,4,22,26,0.020000,0.110000,0.065000
200,0,え,7,2,9,0.035000,0.010000,0.022500
200,0,お,6,0,6,0.030000,0.000000,0.015000
200,0,か,9,2,11,0.045000,0.010000,0.027500
200,0,が,5,1,6,0.025000,0.005000,0.015000
200,0,き,3,12,15,0.015000,0.060000,0.037500
200,0,ぎ,2,2,4,0.010000,0.010000,0.010000
200,0,く,2,17,19,0.010000,0.085000,0.047500
200,0,ぐ,0,1,1,0.000000,0.005000,0.002500
200,0,け,4,1,5,0.020000,0.005000,0.012500
200,0,げ,0,2,2,0.000000,0.010000,0.005000
200,0,こ,9,3,12,0.045000,0.015000,0.030000
200,0,ご,1,2,3,0.005000,0.010000,0.007500
200,0,さ,5,1,6,0.025000,0.005000,0.015000
200,0,ざ,3,1,4,0.015000,0.005000,0.010000
200,0,し,10,3,13,0.050000,0.015000,0.032500
200,0,じ,7,4,11,0.035000,0.020000,0.027500
200,0,す,7,4,11,0.035000,0.020000,0.027500
200,0,せ,5,1,6,0.025000,0.005000,0.015000
200,0,ぜ,1,0,1,0.005000,0.000000,0.002500
200,0,そ,2,0,2,0.010000,0.000000,0.005000
200,0,ぞ,1,0,1,0.005000,0.000000,0.002500
200,0,た,1,2,3,0.005000,0.010000,0.007500
200,0,だ,3,0,3,0.015000,0.000000,0.007500
200,0,ち,4,5,9,0.020000,0.025000,0.022500
200,0,つ,1,5,6,0.005000,0.025000,0.015000
200,0,て,2,3,5,0.010000,0.015000,0.012500
200,0,で,2,0,2,0.010000,0.000000,0.005000
200,0,と,6,5,11,0.030000,0.025000,0.027500
200,0,ど,2,3,5,0.010000,0.015000,0.012500
200,0,な,1,1,2,0.005000,0.005000,0.005000
200,0,に,6,1,7,0.030000,0.005000,0.017500
200,0,ね,0,2,2,0.000000,0.010000,0.005000
200,0,は,4,0,4,0.020000,0.000000,0.010000
200,0,ば,1,0,1,0.005000,0.000000,0.002500
200,0,ぱ,2,0,2,0.010000,0.000000,0.005000
200,0,ひ,3,0,3,0.015000,0.000000,0.007500
200,0,ふ,4,0,4,0.020000,0.000000,0.010000
200,0,ぷ,2,0,2,0.010000,0.000000,0.005000
200,0,へ,1,0,1,0.005000,0.000000,0.002500
200,0,ぺ,2,0,2,0.010000,0.000000,0.005000
200,0,ほ,4,1,5,0.020000,0.005000,0.012500
200,0,ぼ,2,2,4,0.010000,0.010000,0.010000
200,0,ま,4,4,8,0.020000,0.020000,0.020000
200,0,み,3,4,7,0.015000,0.020000,0.017500
200,0,む,1,3,4,0.005000,0.015000,0.010000
200,0,め,6,0,6,0.030000,0.000000,0.015000
200,0,も,2,0,2,0.010000,0.000000,0.005000
200,0,や,0,5,5,0.000000,0.025000,0.012500
200,0,ゆ,2,1,3,0.010000,0.005000,0.007500
200,0,よ,4,1,5,0.020000,0.005000,0.012500
200,0,ら,0,2,2,0.000000,0.010000,0.005000
200,0,り,5,9,14,0.025000,0.045000,0.035000
200,0,る,0,3,3,0.000000,0.015000,0.007500
200,0,れ,2,3,5,0.010000,0.015000,0.012500
200,0,ろ,1,5,6,0.005000,0.025000,0.015000
200,0,わ,1,1,2,0.005000,0.005000,0.005000
200,0,ん,0,29,29,0.000000,0.145000,0.072500
250,0,あ,16,5,21,0.064000,0.020000,0.042000
250,0,い,10,18,28,0.040000,0.072000,0.056000
250,0,う,4,28,32,0.016000,0.112000,0.064000
250,0,え,7,3,10,0.028000,0.012000,0.020000
250,0,お,6,0,6,0.024000,0.000000,0.012000
250,0,か,9,3,12,0.036000,0.012000,0.024000
250,0,が,5,1,6,0.020000,0.004000,0.012000
250,0,き,4,12,16,0.016000,0.048000,0.032000
250,0,ぎ,2,2,4,0.008000,0.008000,0.008000
250,0,く,3,22,25,0.012000,0.088000,0.050000
250,0,ぐ,0,1,1,0.000000,0.004000,0.002000
250,0,け,5,1,6,0.020000,0.004000,0.012000
250,0,げ,0,2,2,0.000000,0.008000,0.004000
250,0,こ,11,3,14,0.044000,0.012000,0.028000
250,0,ご,1,2,3,0.004000,0.008000,0.006000
250,0,さ,8,1,9,0.032000,0.004000,0.018000
250,0,ざ,3,1,4,0.012000,0.004000,0.008000
250,0,し,17,6,23,0.068000,0.024000,0.046000
250,0,じ,10,4,14,0.040000,0.016000,0.028000
250,0,す,11,4,15,0.044000,0.016000,0.030000
250,0,せ,5,1,6,0.020000,0.004000,0.012000
250,0,ぜ,1,0,1,0.004000,0.000000,0.002000
250,0,そ,5,0,5,0.020000,0.000000,0.010000
250,0,ぞ,1,0,1,0.004000,0.000000,0.002000
250,0,た,3,2,5,0.012000,0.008000,0.010000
250,0,だ,3,0,3,0.012000,0.000000,0.006000
250,0,ち,6,5,11,0.024000,0.020000,0.022000
250,0,つ,1,8,9,0.004000,0.032000,0.018000
250,0,て,2,4,6,0.008000,0.016000,0.012000
250,0,で,2,0,2,0.008000,0.000000,0.004000
250,0,と,7,7,14,0.028000,0.028000,0.028000
250,0,ど,2,4,6,0.008000,0.016000,0.012000
250,0,な,3,1,4,0.012000,0.004000,0.008000
250,0,に,8,1,9,0.032000,0.004000,0.018000
250,0,ね,0,2,2,0.000000,0.008000,0.004000
250,0,の,1,0,1,0.004000,0.000000,0.002000
250,0,は,4,0,4,0.016000,0.000000,0.008000
250,0,ば,1,1,2,0.004000,0.004000,0.004000
250,0,ぱ,2,0,2,0.008000,0.000000,0.004000
250,0,ひ,5,0,5,0.020000,0.000000,0.010000
250,0,ぴ,0,2,2,0.000000,0.008000,0.004000
250,0,ふ,5,0,5,0.020000,0.000000,0.010000
250,0,ぶ,2,1,3,0.008000,0.004000,0.006000
250,0,ぷ,2,1,3,0.008000,0.004000,0.006000
250,0,へ,1,0,1,0.004000,0.000000,0.002000
250,0,べ,1,0,1,0.004000,0.000000,0.002000
250,0,ぺ,2,0,2,0.008000,0.000000,0.004000
250,0,ほ,4,1,5,0.016000,0.004000,0.010000
250,0,ぼ,2,2,4,0.008000,0.008000,0.008000
250,0,ま,5,4,9,0.020000,0.016000,0.018000
250,0,み,4,4,8,0.016000,0.016000,0.016000
250,0,む,1,4,5,0.004000,0.016000,0.010000
250,0,め,8,0,8,0.032000,0.000000,0.016000
250,0,も,2,0,2,0.008000,0.000000,0.004000
250,0,や,0,6,6,0.000000,0.024000,0.012000
250,0,ゆ,2,2,4,0.008000,0.008000,0.008000
250,0,よ,5,2,7,0.020000,0.008000,0.014000
250,0,ら,0,3,3,0.000000,0.012000,0.006000
250,0,り,5,10,15,0.020000,0.040000,0.030000
250,0,る,0,4,4,0.000000,0.016000,0.008000
250,0,れ,3,4,7,0.012000,0.016000,0.014000
250,0,ろ,1,5,6,0.004000,0.020000,0.012000
250,0,わ,1,1,2,0.004000,0.004000,0.004000
250,0,ん,0,39,39,0.000000,0.156000,0.078000
300,0,あ,17,9,26,0.056667,0.030000,0.043333
300,0,い,10,22,32,0.033333,0.073333,0.053333
300,0,う,4,33,37,0.013333,0.110000,0.061667
300,0,え,8,3,11,0.026667,0.010000,0.018333
300,0,お,8,0,8,0.026667,0.000000,0.013333
300,0,か,9,4,13,0.030000,0.013333,0.021667
300,0,が,6,1,7,0.020000,0.003333,0.011667
300,0,き,5,13,18,0.016667,0.043333,0.030000
300,0,ぎ,3,2,5,0.010000,0.006667,0.008333
300,0,く,3,26,29,0.010000,0.086667,0.048333
300,0,ぐ,0,2,2,0.000000,0.006667,0.003333
300,0,け,5,1,6,0.016667,0.003333,0.010000
300,0,げ,2,2,4,0.006667,0.006667,0.006667
300,0,こ,13,3,16,0.043333,0.010000,0.026667
300,0,ご,1,2,3,0.003333,0.006667,0.005000
300,0,さ,11,2,13,0.036667,0.006667,0.021667
300,0,ざ,3,1,4,0.010000,0.003333,0.006667
300,0,し,23,8,31,0.076667,0.026667,0.051667
300,0,じ,11,4,15,0.036667,0.013333,0.025000
300,0,す,12,5,17,0.040000,0.016667,0.028333
300,0,ず,0,1,1,0.000000,0.003333,0.001667
300,0,せ,5,2,7,0.016667,0.006667,0.011667
300,0,ぜ,1,0,1,0.003333,0.000000,0.001667
300,0,そ,5,1,6,0.016667,0.003333,0.010000
300,0,ぞ,1,0,1,0.003333,0.000000,0.001667
300,0,た,4,3,7,0.013333,0.010000,0.011667
300,0,だ,3,0,3,0.010000,0.000000,0.005000
300,0,ち,7,7,14,0.023333,0.023333,0.023333
300,0,つ,1,9,10,0.003333,0.030000,0.016667
300,0,て,3,4,7,0.010000,0.013333,0.011667
300,0,で,4,0,4,0.013333,0.000000,0.006667
300,0,と,10,11,21,0.033333,0.036667,0.035000
300,0,ど,2,4,6,0.006667,0.013333,0.010000
300,0,な,4,1,5,0.013333,0.003333,0.008333
300,0,に,9,1,10,0.030000,0.003333,0.016667
300,0,ね,0,2,2,0.000000,0.006667,0.003333
300,0,の,2,0,2,0.006667,0.000000,0.003333
300,0,は,4,1,5,0.013333,0.003333,0.008333
300,0,ば,1,1,2,0.003333,0.003333,0.003333
300,0,ぱ,3,0,3,0.010000,0.000000,0.005000
300,0,ひ,7,1,8,0.023333,0.003333,0.013333
300,0,ぴ,0,2,2,0.000000,0.006667,0.003333
300,0,ふ,6,0,6,0.020000,0.000000,0.010000
300,0,ぶ,3,1,4,0.010000,0.003333,0.006667
300,0,ぷ,2,2,4,0.006667,0.006667,0.006667
300,0,へ,1,0,1,0.003333,0.000000,0.001667
300,0,べ,1,0,1,0.003333,0.000000,0.001667
300,0,ぺ,2,0,2,0.006667,0.000000,0.003333
300,0,ほ,4,1,5,0.013333,0.003333,0.008333
300,0,ぼ,2,2,4,0.006667,0.006667,0.006667
300,0,ま,6,4,10,0.020000,0.013333,0.016667
300,0,み,8,6,14,0.026667,0.020000,0.023333
300,0,む,1,5,6,0.003333,0.016667,0.010000
300,0,め,10,1,11,0.033333,0.003333,0.018333
300,0,も,3,0,3,0.010000,0.000000,0.005000
300,0,や,0,6,6,0.000000,0.020000,0.010000
300,0,ゆ,2,2,4,0.006667,0.006667,0.006667
300,0,よ,6,2,8,0.020000,0.006667,0.013333
300,0,ら,0,3,3,0.000000,0.010000,0.005000
300,0,り,7,11,18,0.023333,0.036667,0.030000
300,0,る,0,5,5,0.000000,0.016667,0.008333
300,0,れ,3,4,7,0.010000,0.013333,0.011667
300,0,ろ,2,5,7,0.006667,0.016667,0.011667
300,0,わ,1,1,2,0.003333,0.003333,0.003333
300,0,ん,0,45,45,0.000000,0.150000,0.075000
350,0,あ,18,11,29,0.051429,0.031429,0.041429
350,0,い,10,27,37,0.028571,0.077143,0.052857
350,0,う,4,39,43,0.011429,0.111429,0.061429
350,0,え,10,3,13,0.028571,0.008571,0.018571
350,0,お,9,0,9,0.025714,0.000000,0.012857
350,0,か,10,5,15,0.028571,0.014286,0.021429
350,0,が,6,1,7,0.017143,0.002857,0.010000
350,0,き,7,13,20,0.020000,0.037143,0.028571
350,0,ぎ,3,2,5,0.008571,0.005714,0.007143
350,0,く,5,31,36,0.014286,0.088571,0.051429
350,0,ぐ,0,3,3,0.000000,0.008571,0.004286
350,0,け,5,2,7,0.014286,0.005714,0.010000
350,0,げ,2,2,4,0.005714,0.005714,0.005714
350,0,こ,15,4,19,0.042857,0.011429,0.027143
350,0,ご,1,2,3,0.002857,0.005714,0.004286
350,0,さ,11,2,13,0.031429,0.005714,0.018571
350,0,ざ,3,1,4,0.008571,0.002857,0.005714
350,0,し,25,9,34,0.071429,0.025714,0.048571
350,0,じ,13,4,17,0.037143,0.011429,0.024286
350,0,す,12,5,17,0.034286,0.014286,0.024286
350,0,ず,0,1,1,0.000000,0.002857,0.001429
350,0,せ,10,2,12,0.028571,0.005714,0.017143
350,0,ぜ,1,0,1,0.002857,0.000000,0.001429
350,0,そ,6,1,7,0.017143,0.002857,0.010000
350,0,ぞ,1,0,1,0.002857,0.000000,0.001429
350,0,た,4,4,8,0.011429,0.011429,0.011429
350,0,だ,3,0,3,0.008571,0.000000,0.004286
350,0,ち,10,7,17,0.028571,0.020000,0.024286
350,0,つ,1,10,11,0.002857,0.028571,0.015714
350,0,て,4,7,11,0.011429,0.020000,0.015714
350,0,で,4,0,4,0.011429,0.000000,0.005714
350,0,と,10,15,25,0.028571,0.042857,0.035714
350,0,ど,3,5,8,0.008571,0.014286,0.011429
350,0,な,4,1,5,0.011429,0.002857,0.007143
350,0,に,10,1,11,0.028571,0.002857,0.015714
350,0,ぬ,1,0,1,0.002857,0.000000,0.001429
350,0,ね,0,2,2,0.000000,0.005714,0.002857
350,0,の,2,0,2,0.005714,0.000000,0.002857
350,0,は,5,1,6,0.014286,0.002857,0.008571
350,0,ば,2,2,4,0.005714,0.005714,0.005714
350,0,ぱ,4,0,4,0.011429,0.000000,0.005714
350,0,ひ,9,1,10,0.025714,0.002857,0.014286
350,0,び,0,1,1,0.000000,0.002857,0.001429
350,0,ぴ,0,2,2,0.000000,0.005714,0.002857
350,0,ふ,8,2,10,0.022857,0.005714,0.014286
350,0,ぶ,3,1,4,0.008571,0.002857,0.005714
350,0,ぷ,2,2,4,0.005714,0.005714,0.005714
350,0,へ,2,0,2,0.005714,0.000000,0.002857
350,0,べ,2,0,2,0.005714,0.000000,0.002857
350,0,ぺ,2,0,2,0.005714,0.000000,0.002857
350,0,ほ,5,1,6,0.014286,0.002857,0.008571
350,0,ぼ,2,2,4,0.005714,0.005714,0.005714
350,0,ま,7,4,11,0.020000,0.011429,0.015714
350,0,み,9,6,15,0.025714,0.017143,0.021429
350,0,む,1,8,9,0.002857,0.022857,0.012857
350,0,め,11,1,12,0.031429,0.002857,0.017143
350,0,も,4,0,4,0.011429,0.000000,0.005714
350,0,や,0,6,6,0.000000,0.017143,0.008571
350,0,ゆ,4,3,7,0.011429,0.008571,0.010000
350,0,よ,7,2,9,0.020000,0.005714,0.012857
350,0,ら,0,6,6,0.000000,0.017143,0.008571
350,0,り,7,11,18,0.020000,0.031429,0.025714
350,0,る,0,6,6,0.000000,0.017143,0.008571
350,0,れ,6,4,10,0.017143,0.011429,0.014286
350,0,ろ,2,6,8,0.005714,0.017143,0.011429
350,0,わ,3,1,4,0.008571,0.002857,0.005714
350,0,ん,0,49,49,0.000000,0.140000,0.070000
400,0,あ,19,14,33,0.047500,0.035000,0.041250
400,0,い,12,34,46,0.030000,0.085000,0.057500
400,0,う,4,45,49,0.010000,0.112500,0.061250
400,0,え,10,4,14,0.025000,0.010000,0.017500
400,0,お,9,1,10,0.022500,0.002500,0.012500
400,0,か,12,5,17,0.030000,0.012500,0.021250
400,0,が,6,1,7,0.015000,0.002500,0.008750
400,0,き,7,15,22,0.017500,0.037500,0.027500
400,0,ぎ,3,2,5,0.007500,0.005000,0.006250
400,0,く,5,35,40,0.012500,0.087500,0.050000
400,0,ぐ,0,4,4,0.000000,0.010000,0.005000
400,0,け,6,3,9,0.015000,0.007500,0.011250
400,0,げ,3,2,5,0.007500,0.005000,0.006250
400,0,こ,19,5,24,0.047500,0.012500,0.030000
400,0,ご,1,3,4,0.002500,0.007500,0.005000
400,0,さ,13,2,15,0.032500,0.005000,0.018750
400,0,ざ,3,1,4,0.007500,0.002500,0.005000
400,0,し,28,10,38,0.070000,0.025000,0.047500
400,0,じ,14,4,18,0.035000,0.010000,0.022500
400,0,す,14,6,20,0.035000,0.015000,0.025000
400,0,ず,1,1,2,0.002500,0.002500,0.002500
400,0,せ,14,2,16,0.035000,0.005000,0.020000
400,0,ぜ,1,0,1,0.002500,0.000000,0.001250
400,0,そ,7,1,8,0.017500,0.002500,0.010000
400,0,ぞ,1,0,1,0.002500,0.000000,0.001250
400,0,た,6,4,10,0.015000,0.010000,0.012500
400,0,だ,4,0,4,0.010000,0.000000,0.005000
400,0,ち,10,8,18,0.025000,0.020000,0.022500
400,0,つ,1,12,13,0.002500,0.030000,0.016250
400,0,て,5,7,12,0.012500,0.017500,0.015000
400,0,で,5,0,5,0.012500,0.000000,0.006250
400,0,と,13,17,30,0.032500,0.042500,0.037500
400,0,ど,3,6,9,0.007500,0.015000,0.011250
400,0,な,4,2,6,0.010000,0.005000,0.007500
400,0,に,10,1,11,0.025000,0.002500,0.013750
400,0,ぬ,1,0,1,0.002500,0.000000,0.001250
400,0,ね,1,2,3,0.002500,0.005000,0.003750
400,0,の,3,0,3,0.007500,0.000000,0.003750
400,0,は,5,1,6,0.012500,0.002500,0.007500
400,0,ば,3,2,5,0.007500,0.005000,0.006250
400,0,ぱ,5,0,5,0.012500,0.000000,0.006250
400,0,ひ,10,1,11,0.025000,0.002500,0.013750
400,0,び,1,1,2,0.002500,0.002500,0.002500
400,0,ぴ,0,2,2,0.000000,0.005000,0.002500
400,0,ふ,9,2,11,0.022500,0.005000,0.013750
400,0,ぶ,3,2,5,0.007500,0.005000,0.006250
400,0,ぷ,2,2,4,0.005000,0.005000,0.005000
400,0,へ,3,0,3,0.007500,0.000000,0.003750
400,0,べ,3,0,3,0.007500,0.000000,0.003750
400,0,ぺ,3,0,3,0.007500,0.000000,0.003750
400,0,ほ,6,1,7,0.015000,0.002500,0.008750
400,0,ぼ,2,2,4,0.005000,0.005000,0.005000
400,0,ま,7,4,11,0.017500,0.010000,0.013750
400,0,み,10,8,18,0.025000,0.020000,0.022500
400,0,む,2,10,12,0.005000,0.025000,0.015000
400,0,め,11,1,12,0.027500,0.002500,0.015000
400,0,も,4,1,5,0.010000,0.002500,0.006250
400,0,や,0,7,7,0.000000,0.017500,0.008750
400,0,ゆ,5,4,9,0.012500,0.010000,0.011250
400,0,よ,8,2,10,0.020000,0.005000,0.012500
400,0,ら,0,6,6,0.000000,0.015000,0.007500
400,0,り,8,11,19,0.020000,0.027500,0.023750
400,0,る,0,8,8,0.000000,0.020000,0.010000
400,0,れ,6,4,10,0.015000,0.010000,0.012500
400,0,ろ,2,6,8,0.005000,0.015000,0.010000
400,0,わ,4,1,5,0.010000,0.002500,0.006250
400,0,ん,0,52,52,0.000000,0.130000,0.065000
