reading,start_char,end_char,priority_rank,priority_label,priority_tags
くむ,く,む,0,high,ichi1|news1|nf16
じゆしん,じ,ん,0,high,ichi1|news1|nf08|nf21
くらいまつくす,く,す,0,high,gai1
みせば,み,ば,0,high,news1|nf23
りつ,り,つ,0,high,ichi1
ほけんじよ,ほ,よ,0,high,news1|nf12|spec1
ふてい,ふ,い,0,high,news1|nf12
ぶらんこ,ぶ,こ,0,high,ichi1|spec1
どうでもいい,ど,い,0,high,spec1
にせ,に,せ,0,high,ichi1|news1|nf12
うた,う,た,0,high,ichi1|news1|nf02|nf16
てつ,て,つ,0,high,ichi1|news1|nf04
わかわかしい,わ,い,0,high,ichi1|news2|nf31
そこいれ,そ,れ,0,high,news1|nf13
じちたい,じ,い,0,high,news1|nf02
のり,の,り,0,high,ichi1|news1|news2|nf07|nf33|nf38
しにたい,し,い,0,high,news1|nf24
かめ,か,め,0,high,ichi1|news1|nf11|spec1
ぼうさん,ぼ,ん,0,high,ichi1|news1|nf21
せいきよう,せ,う,0,high,news1|nf08|nf16|nf17
