reading,start_char,end_char,priority_rank,priority_label,priority_tags
ちえろ,ち,ろ,0,high,gai1
ろうさい,ろ,い,0,high,news1|nf11
りようごく,り,く,0,high,news1|nf01
ゆらぐ,ゆ,ぐ,0,high,ichi1|news1|nf20
ごうせん,ご,ん,0,high,news1|nf19
どうせん,ど,ん,0,high,news1|nf18
ぎせき,ぎ,き,0,high,news1|nf02
りつ,り,つ,0,high,ichi1
まなぶ,ま,ぶ,0,high,ichi1|news2|nf25
わすれもん,わ,ん,0,high,ichi1|news2|nf33
ますたあど,ま,ど,0,high,gai1
むさく,む,く,0,high,news1|nf21
かていない,か,い,0,high,news1|nf17
さあど,さ,ど,0,high,gai1
すとれえと,す,と,0,high,gai1
のたんびに,の,に,0,high,spec1
ばりかん,ば,ん,0,high,gai1
だいかん,だ,ん,0,high,news1|nf24
めるへん,め,ん,0,high,gai1
さいがい,さ,い,0,high,ichi1|news1|nf03
きもちよい,き,い,0,high,spec1|spec2
かくかぞく,か,く,0,high,news1|nf17
ふてい,ふ,い,0,high,news1|nf12
ちかう,ち,う,0,high,ichi1|news2|nf34
ちかどう,ち,う,0,high,ichi1|news1|nf24
たしかめる,た,る,0,high,ichi1|news1|nf20
がんにち,が,ち,0,high,ichi1|news1|nf08
かめ,か,め,0,high,ichi1|news1|nf11|spec1
むくわれる,む,る,0,high,news1|nf20
うかぶ,う,ぶ,0,high,ichi1|news2|nf30
だいじ,だ,じ,0,high,ichi1|news1|nf08|nf22
ならない,な,い,0,high,spec1
てくのろじい,て,い,0,high,gai1|ichi1
もたれる,も,る,0,high,ichi1
けいぶ,け,ぶ,0,high,news1|nf14
おみつもり,お,り,0,high,spec1
そこいれ,そ,れ,0,high,news1|nf13
ちてき,ち,き,0,high,ichi1|news1|nf06
あらあと,あ,と,0,high,spec1
おんたい,お,い,0,high,ichi1|news2|nf25
しみじみ,し,み,0,high,spec1
どうでもいい,ど,い,0,high,spec1
したてる,し,る,0,high,ichi1|news2|nf46
またせる,ま,る,0,high,news1|nf18
あいず,あ,ず,0,high,ichi1|news1|nf16
かんしや,か,や,0,high,ichi1|news1|nf08
じちたい,じ,い,0,high,news1|nf02
たぶ,た,ぶ,0,high,spec1
こおる,こ,る,0,high,gai1|ichi1|news2|nf32
じゆしん,じ,ん,0,high,ichi1|news1|nf08|nf21
ごぶさた,ご,た,0,high,ichi1|spec1
あれこれ,あ,れ,0,high,ichi1
かわらけ,か,け,0,high,news1|nf13
かおり,か,り,0,high,ichi1|news1|nf06
さんぎいん,さ,ん,0,high,ichi1|news1|nf06
ふくさよう,ふ,う,0,high,ichi1|news1|nf06
ぱいぷ,ぱ,ぷ,0,high,gai1|ichi1
しにたい,し,い,0,high,news1|nf24
にせ,に,せ,0,high,ichi1|news1|nf12
くれじつとかあど,く,ど,0,high,gai1
とうりやく,と,く,0,high,news1|nf17
のり,の,り,0,high,ichi1|news1|news2|nf07|nf33|nf38
むぼう,む,う,0,high,ichi1|news1|nf22
しんきよく,し,く,0,high,news1|nf18
そうねん,そ,ん,0,high,news1|nf24
くらいまつくす,く,す,0,high,gai1
くむ,く,む,0,high,ichi1|news1|nf16
らんぐ,ら,ぐ,0,high,gai1
きにち,き,ち,0,high,ichi1|news1|nf09
かつ,か,つ,0,high,gai1|ichi1|news2|nf28|spec1
きよくたん,き,ん,0,high,ichi1|news1|nf06
ないし,な,し,0,high,ichi1|news1|nf18
じゆんちよう,じ,う,0,high,ichi1|news1|nf04
おしやれ,お,れ,0,high,ichi1|spec1
ふつとわあく,ふ,く,0,high,gai1
ひあい,ひ,い,0,high,news1|nf21
ぼうさん,ぼ,ん,0,high,ichi1|news1|nf21
すくうる,す,る,0,high,gai1|ichi1
へいさ,へ,さ,0,high,ichi1|news1|nf05
てつ,て,つ,0,high,ichi1|news1|nf04
かど,か,ど,0,high,ichi1|news1|nf06|nf11
りようとう,り,う,0,high,news1|nf02
しようひんけん,し,ん,0,high,news1|nf20
よろず,よ,ず,0,high,ichi1
うた,う,た,0,high,ichi1|news1|nf02|nf16
おさなじみ,お,み,0,high,ichi1|news2|nf27
ほけんじよ,ほ,よ,0,high,news1|nf12|spec1
ぐんぷく,ぐ,く,0,high,news1|nf21
せらみつく,せ,く,0,high,gai1
しよしんしや,し,や,0,high,news1|nf13
みせば,み,ば,0,high,news1|nf23
だんく,だ,く,0,high,gai1
ただいま,た,ま,0,high,ichi1
