reading,start_char,end_char,priority_rank,priority_label,priority_tags
とらんく,と,く,0,high,gai1
しくらめん,し,ん,0,high,gai1
こてんてき,こ,き,0,high,news1|nf23
そんな,そ,な,0,high,ichi1
いんせんていぶ,い,ぶ,0,high,gai1
まめちしき,ま,き,0,high,spec1
こうりつ,こ,つ,0,high,ichi1|news1|nf04|nf05|nf15
ぴあす,ぴ,す,0,high,gai1
りかい,り,い,0,high,ichi1|news1|nf02
かこい,か,い,0,high,ichi1|news1|nf22
げつめん,げ,ん,0,high,news1|nf22
はつなつ,は,つ,0,high,ichi1|news1|nf15
おおあきない,お,い,0,high,news1|nf16
てんきん,て,ん,0,high,ichi1|news1|nf11
とうりやく,と,く,0,high,news1|nf17
でえたばんく,で,く,0,high,gai1
ぱある,ぱ,る,0,high,gai1
いちや,い,や,0,high,news1|nf09
やなぎ,や,ぎ,0,high,news1|nf08
ながさき,な,き,0,high,spec1
すいへん,す,ん,0,high,news1|nf20
たてかえる,た,る,0,high,ichi1|news2|nf44
かとれや,か,や,0,high,gai1
ほんしよく,ほ,く,0,high,news1|nf22
はいでん,は,ん,0,high,news1|nf24
ほうだい,ほ,い,0,high,ichi1|news1|nf16
めいげつ,め,つ,0,high,ichi1|news2|nf42|nf45
じつてい,じ,い,0,high,news1|nf16
こうざい,こ,い,0,high,news1|nf15
いんすたんと,い,と,0,high,gai1|ichi1
