reading,start_char,end_char,priority_rank,priority_label,priority_tags
そうねん,そ,ん,0,high,news1|nf24
のり,の,り,0,high,ichi1|news1|news2|nf07|nf33|nf38
ぱいぷ,ぱ,ぷ,0,high,gai1|ichi1
めだりすと,め,と,0,high,gai1
さんだあばあど,さ,ど,0,high,gai1
どうでもいい,ど,い,0,high,spec1
おしやれ,お,れ,0,high,ichi1|spec1
はらう,は,う,0,high,ichi1|news1|nf21
うた,う,た,0,high,ichi1|news1|nf02|nf16
せいきよう,せ,う,0,high,news1|nf08|nf16|nf17
かふえ,か,え,0,high,gai1
しよしんしや,し,や,0,high,news1|nf13
にせ,に,せ,0,high,ichi1|news1|nf12
わかわかしい,わ,い,0,high,ichi1|news2|nf31
ちかどう,ち,う,0,high,ichi1|news1|nf24
わすれもん,わ,ん,0,high,ichi1|news2|nf33
ふともも,ふ,も,0,high,spec1
だいじ,だ,じ,0,high,ichi1|news1|nf08|nf22
かめ,か,め,0,high,ichi1|news1|nf11|spec1
がんにち,が,ち,0,high,ichi1|news1|nf08
じゆんちよう,じ,う,0,high,ichi1|news1|nf04
むぼう,む,う,0,high,ichi1|news1|nf22
さんぎいん,さ,ん,0,high,ichi1|news1|nf06
ほるだあ,ほ,あ,0,high,gai1
くれじつとかあど,く,ど,0,high,gai1
ゆらぐ,ゆ,ぐ,0,high,ichi1|news1|nf20
だんく,だ,く,0,high,gai1
あいず,あ,ず,0,high,ichi1|news1|nf16
むくわれる,む,る,0,high,news1|nf20
じゆしん,じ,ん,0,high,ichi1|news1|nf08|nf21
ひあい,ひ,い,0,high,news1|nf21
あらあと,あ,と,0,high,spec1
たいあつぷ,た,ぷ,0,high,gai1
やそ,や,そ,0,high,news1|nf04|spec1
ぷつしゆ,ぷ,ゆ,0,high,gai1
ぐんぷく,ぐ,く,0,high,news1|nf21
かていない,か,い,0,high,news1|nf17
めるへん,め,ん,0,high,gai1
さいがい,さ,い,0,high,ichi1|news1|nf03
ふてい,ふ,い,0,high,news1|nf12
ていきびん,て,ん,0,high,news1|nf24
くむ,く,む,0,high,ichi1|news1|nf16
りつ,り,つ,0,high,ichi1
ならない,な,い,0,high,spec1
せけん,せ,ん,0,high,ichi1|news1|nf06
しんしや,し,や,0,high,news1|nf08
かんしや,か,や,0,high,ichi1|news1|nf08
めたりつく,め,く,0,high,gai1
かわらけ,か,け,0,high,news1|nf13
しやかいきよういく,し,く,0,high,news1|nf19
くらいまつくす,く,す,0,high,gai1
りようとう,り,う,0,high,news1|nf02
おさまる,お,る,0,high,ichi1|news1|news2|nf22|nf46
しにたい,し,い,0,high,news1|nf24
じちたい,じ,い,0,high,news1|nf02
ばりかん,ば,ん,0,high,gai1
ぶらんこ,ぶ,こ,0,high,ichi1|spec1
そこいれ,そ,れ,0,high,news1|nf13
みせば,み,ば,0,high,news1|nf23
たぶ,た,ぶ,0,high,spec1
ほけんじよ,ほ,よ,0,high,news1|nf12|spec1
てつ,て,つ,0,high,ichi1|news1|nf04
せんか,せ,か,0,high,news1|nf10
へくたある,へ,る,0,high,gai1
ますたあど,ま,ど,0,high,gai1
かど,か,ど,0,high,ichi1|news1|nf06|nf11
ぼうさん,ぼ,ん,0,high,ichi1|news1|nf21
ちかう,ち,う,0,high,ichi1|news2|nf34
もたれる,も,る,0,high,ichi1
かおり,か,り,0,high,ichi1|news1|nf06
もおにんぐ,も,ぐ,0,high,gai1
ふくさよう,ふ,う,0,high,ichi1|news1|nf06
たしかめる,た,る,0,high,ichi1|news1|nf20
おんたい,お,い,0,high,ichi1|news2|nf25
きよくたん,き,ん,0,high,ichi1|news1|nf06
