reading,start_char,end_char,priority_rank,priority_label,priority_tags
なちゆらりすと,な,と,0,high,gai1
せつぱん,せ,ん,0,high,news1|nf23
かつぎ,か,ぎ,0,high,news1|nf23
ふらい,ふ,い,0,high,gai1
しやかいふくし,し,し,0,high,news1|nf07
けんじせい,け,い,0,high,news1|nf18
なんもん,な,ん,0,high,ichi1|news1|nf09
かんみん,か,ん,0,high,news1|nf10
がくと,が,と,0,high,news1|nf16
こくはく,こ,く,0,high,ichi1|news1|nf19
おどりこ,お,こ,0,high,news1|nf24
そこいれ,そ,れ,0,high,news1|nf13
みめい,み,い,0,high,ichi1|news1|nf03
てれつくす,て,す,0,high,gai1
まさに,ま,に,0,high,ichi1|news2|nf45
いえろお,い,お,0,high,gai1
めんたるへるす,め,す,0,high,gai1
すふいんくす,す,す,0,high,gai1
しようめん,し,ん,0,high,ichi1|news1|nf04
おおぶね,お,ね,0,high,news1|nf18
