reading,start_char,end_char,priority_rank,priority_label,priority_tags
むしや,む,や,0,high,news1|nf21
とうと,と,と,0,high,news1|nf21
おんなのこ,お,こ,0,high,ichi1|news1|nf06
おくらす,お,す,0,high,ichi1
だんす,だ,す,0,high,gai1|ichi1
きよくち,き,ち,0,high,news1|nf19
かなえる,か,る,0,high,ichi1
らいせんす,ら,す,0,high,gai1
さいげつ,さ,つ,0,high,ichi1|news1|nf13
じゆみよう,じ,う,0,high,ichi1|news1|nf09
ごぞんじ,ご,じ,0,high,ichi1|news1|nf13|spec1
わざと,わ,と,0,high,ichi1
きやすたあ,き,あ,0,high,gai1
らい,ら,い,0,high,ichi1|news1|nf05
てつどう,て,う,0,high,ichi1|news1|nf03
わびる,わ,る,0,high,ichi1
しんげき,し,き,0,high,news1|nf15
しようめい,し,い,0,high,ichi1|news1|nf06|nf08
ほしゆう,ほ,う,0,high,news1|nf13
しよちよう,し,う,0,high,news1|nf03|nf19
てちよう,て,う,0,high,ichi1|news1|nf09
こんぴゆうたあ,こ,あ,0,high,gai1|ichi1
むれ,む,れ,0,high,ichi1|news1|nf11
めどれえ,め,え,0,high,gai1
ちかめ,ち,め,0,high,ichi1
がんめん,が,ん,0,high,news1|nf19
どうもありがとう,ど,う,0,high,ichi1
たいかん,た,ん,0,high,news1|nf19
かおをつぶす,か,す,0,high,spec1
いんど,い,ど,0,high,spec1
おじようさん,お,ん,0,high,ichi1|news1|nf21
すぱいく,す,く,0,high,gai1
はげむ,は,む,0,high,ichi1|news2|nf32
たずさえる,た,る,0,high,ichi1|news2|nf36
あいず,あ,ず,0,high,ichi1|news1|nf16
おも,お,も,0,high,ichi1
ぱつきんぐ,ぱ,ぐ,0,high,gai1
ぶるじよあ,ぶ,あ,0,high,gai1
おんりい,お,い,0,high,gai1
らんよう,ら,う,0,high,ichi1|news1|nf11
きゆうじん,き,ん,0,high,ichi1|news1|nf08
ふひつよう,ふ,う,0,high,ichi1|news1|nf15
につかあず,に,ず,0,high,gai1
さいあい,さ,い,0,high,news2|nf31|spec1
せろはんてえぷ,せ,ぷ,0,high,gai1
なわ,な,わ,0,high,ichi1|news1|nf21
ほんき,ほ,き,0,high,ichi1|news1|nf09
はろういん,は,ん,0,high,spec1
たまたま,た,ま,0,high,ichi1
おしいる,お,る,0,high,news1|nf16
かぶしきがいしや,か,や,0,high,news1|nf09
ふなおさ,ふ,さ,0,high,ichi1|news1|nf08
うち,う,ち,0,high,ichi1|news1|nf08
ぼうぶら,ぼ,ら,0,high,ichi1
おしえ,お,え,0,high,ichi1|news1|nf12
ぐんだん,ぐ,ん,0,high,news1|nf17
やどや,や,や,0,high,ichi1|news2|nf42
ないと,な,と,0,high,gai1
ちほうこうきようだんたい,ち,い,0,high,news1|nf15
ふりいらんす,ふ,す,0,high,gai1
もちぬし,も,し,0,high,ichi1|news1|nf11
かくしや,か,や,0,high,ichi1|news2|nf33
ろうにやく,ろ,く,0,high,ichi1|news2|nf27|spec2
ごりようしようください,ご,い,0,high,spec1
だいこ,だ,こ,0,high,ichi1|news1|nf21
いやがる,い,る,0,high,ichi1|news2|nf42
たちぎえ,た,え,0,high,news1|nf24
けいかん,け,ん,0,high,ichi1|news1|nf05|nf10
そしきてき,そ,き,0,high,news1|nf11
せいさく,せ,く,0,high,ichi1|news1|nf01|nf03|nf04
ぎひ,ぎ,ひ,0,high,news1|nf09
きまえ,き,え,0,high,ichi1|news2|nf36
ようえき,よ,き,0,high,news1|nf23
のびる,の,る,0,high,ichi1|news2|nf26
へとへと,へ,と,0,high,ichi1
ふなぬし,ふ,し,0,high,news1|nf24
さんざん,さ,ん,0,high,ichi1|news2|nf30
けいりよう,け,う,0,high,news1|nf11|nf21
さかて,さ,て,0,high,news1|nf19
ぶれつど,ぶ,ど,0,high,gai1
そうらん,そ,ん,0,high,news1|nf16
まちがい,ま,い,0,high,ichi1|news1|nf07
いくつ,い,つ,0,high,ichi1|news1|nf16
しがいせん,し,ん,0,high,news1|nf12
いちにん,い,ん,0,high,ichi1|news1|nf02|nf13|nf16|spec1
きのむくままに,き,に,0,high,spec1
まだ,ま,だ,0,high,ichi1
しやがい,し,い,0,high,news1|nf16
しちせき,し,き,0,high,ichi1|news1|nf22
よみうり,よ,り,0,high,news1|nf10
とおたる,と,る,0,high,gai1
すなわち,す,ち,0,high,ichi1|news2|nf43
まねじめんと,ま,と,0,high,gai1
せんけつ,せ,つ,0,high,ichi1|news1|nf13
わけではない,わ,い,0,high,spec1
めでいあ,め,あ,0,high,gai1|ichi1
りようば,り,ば,0,high,news1|nf22
ぷらもでる,ぷ,る,0,high,gai1
しびあ,し,あ,0,high,gai1
くろおずあつぷ,く,ぷ,0,high,gai1
あれだけ,あ,け,0,high,spec1
みちがえる,み,る,0,high,ichi1|news2|nf26
ちかずき,ち,き,0,high,news1|nf15
きよしゆつ,き,つ,0,high,news1|nf07
きようりゆう,き,う,0,high,news1|nf08
りとるろつく,り,く,0,high,gai1
かんじ,か,じ,0,high,ichi1|news1|nf01|nf02|nf07|nf22
るうぶる,る,る,0,high,gai1
かもつ,か,つ,0,high,ichi1|news1|nf06
すぐれる,す,る,0,high,ichi1
ごうりてき,ご,き,0,high,ichi1|news1|nf10
じゆんど,じ,ど,0,high,news1|nf24
ばんぐみ,ば,み,0,high,ichi1|news1|nf01
うきよえ,う,え,0,high,news1|nf16
こがらし,こ,し,0,high,ichi1|news2|nf37
かない,か,い,0,high,ichi1|news1|nf20
かかと,か,と,0,high,ichi1
かんじゆせい,か,い,0,high,ichi1|news1|nf21
みなさん,み,ん,0,high,ichi1|news1|nf06
さんなん,さ,ん,0,high,news1|nf12
かとりつく,か,く,0,high,gai1|ichi1
くらつかあ,く,あ,0,high,gai1
こんとら,こ,ら,0,high,gai1
しんじん,し,ん,0,high,ichi1|news1|nf02|nf10
めんたる,め,る,0,high,gai1
せつ,せ,つ,0,high,ichi1|news1|nf06
うん,う,ん,0,high,ichi1|news1|nf09|spec1
しんから,し,ら,0,high,news1|nf08|spec1
かんか,か,か,0,high,ichi1|news1|nf23
どうびよう,ど,う,0,high,news1|nf24
ふくへい,ふ,い,0,high,news1|nf23
むじ,む,じ,0,high,ichi1|news2|nf28
ないといけません,な,ん,0,high,spec1
