reading,start_char,end_char,priority_rank,priority_label,priority_tags
ふくし,ふ,し,0,high,ichi1|news1|nf02
しえふ,し,ふ,0,high,gai1
おじいさん,お,ん,0,high,ichi1
じんみやく,じ,く,0,high,news1|nf10
いつこ,い,こ,0,high,news1|nf11
どりる,ど,る,0,high,gai1|ichi1
しゆじんこう,し,う,0,high,news1|nf05
ぶんぎよう,ぶ,う,0,high,ichi1|news1|nf18
ぱすてる,ぱ,る,0,high,gai1
くうはく,く,く,0,high,ichi1|news1|nf07
かぷらあ,か,あ,0,high,gai1
れあ,れ,あ,0,high,gai1
ひきうけ,ひ,け,0,high,news1|nf11
きやつつあい,き,い,0,high,gai1
とらくたあ,と,あ,0,high,gai1
じやむ,じ,む,0,high,gai1|ichi1
はばむ,は,む,0,high,ichi1|news1|nf13
ようすい,よ,い,0,high,news1|nf15
へんこう,へ,う,0,high,ichi1|news1|nf03
あいよう,あ,う,0,high,ichi1|news1|nf22
