reading,start_char,end_char,priority_rank,priority_label,priority_tags
こくみん,こ,ん,0,high,ichi1|news1|nf01
ぶんぎよう,ぶ,う,0,high,ichi1|news1|nf18
ねこじた,ね,た,0,high,ichi1
こうむ,こ,む,0,high,ichi1|news1|nf11|nf20
ちよつと,ち,と,0,high,ichi1
もともと,も,と,0,high,ichi1|news2|nf33
しゆどうけん,し,ん,0,high,news1|nf06
ながす,な,す,0,high,ichi1|news1|nf08
いつしん,い,ん,0,high,news1|nf08|nf17|nf19|nf23
ばいしゆん,ば,ん,0,high,ichi1|news1|nf11
てきちゆう,て,う,0,high,ichi1|news1|nf24
どりる,ど,る,0,high,gai1|ichi1
ほけんふ,ほ,ふ,0,high,news1|nf15
ぼおど,ぼ,ど,0,high,gai1
やや,や,や,0,high,ichi1
ひきうけ,ひ,け,0,high,news1|nf11
でんえん,で,ん,0,high,ichi1|news1|nf11
ふくし,ふ,し,0,high,ichi1|news1|nf02
ばあげん,ば,ん,0,high,gai1|ichi1
とりしまり,と,り,0,high,ichi1|news1|nf08
たちおうじよう,た,う,0,high,news1|nf17
へんじよう,へ,う,0,high,ichi1|news1|nf16
ぺえすめえかあ,ぺ,あ,0,high,gai1
きんりよく,き,く,0,high,news1|nf17
へんこう,へ,う,0,high,ichi1|news1|nf03
むじようけん,む,ん,0,high,ichi1|news1|nf12
すうぱあすたあ,す,あ,0,high,gai1
ぷらずま,ぷ,ま,0,high,gai1
ほしゆてき,ほ,き,0,high,news1|nf16
いくか,い,か,0,high,ichi1
めとろ,め,ろ,0,high,gai1
ねつと,ね,と,0,high,gai1
むきりよく,む,く,0,high,news1|nf23
ふうぞく,ふ,く,0,high,ichi1|news1|nf10
あほ,あ,ほ,0,high,ichi1|spec1
つうがく,つ,く,0,high,ichi1|news1|nf10
じやむ,じ,む,0,high,gai1|ichi1
てい,て,い,0,high,ichi1|news1|nf04
もちかえり,も,り,0,high,news1|nf19
りようてい,り,い,0,high,news1|nf09
とげ,と,げ,0,high,ichi1|news2|nf35|spec1
せばめる,せ,る,0,high,ichi1|news2|nf42
さんぶつ,さ,つ,0,high,ichi1|news1|nf13
しえふ,し,ふ,0,high,gai1
ぜんあく,ぜ,く,0,high,ichi1|news2|nf30
ふりこむ,ふ,む,0,high,news1|nf18
かしら,か,ら,0,high,ichi1|spec1
どうかん,ど,ん,0,high,ichi1|news1|nf17
もろうで,も,で,0,high,news1|nf22
ほうかつ,ほ,つ,0,high,news1|nf03
ながあめ,な,め,0,high,news1|nf18
こんぽん,こ,ん,0,high,ichi1|news1|nf06
あつためる,あ,る,0,high,ichi1
しつそ,し,そ,0,high,ichi1|news2|nf42
かんど,か,ど,0,high,news1|nf23
あさいちばん,あ,ん,0,high,spec1
しんがいねん,し,ん,0,high,spec1
がつぺい,が,い,0,high,ichi1|news1|nf03
ねんすう,ね,う,0,high,news1|nf13
あいよう,あ,う,0,high,ichi1|news1|nf22
ぶつりてき,ぶ,き,0,high,spec1
いちおう,い,う,0,high,ichi1|news1|nf09
かぷらあ,か,あ,0,high,gai1
ぞうお,ぞ,お,0,high,ichi1|news1|nf17
ちか,ち,か,0,high,ichi1|news1|nf03
ぼつくす,ぼ,す,0,high,gai1
じんみやく,じ,く,0,high,news1|nf10
にじゆうくにち,に,ち,0,high,spec1
いつこ,い,こ,0,high,news1|nf11
ほうてい,ほ,い,0,high,ichi1|news1|nf04|nf11
でございます,で,す,0,high,spec1
はくじよう,は,う,0,high,ichi1|news2|nf38
おうねん,お,ん,0,high,news1|nf19
ほんかくてき,ほ,き,0,high,ichi1|news1|nf03
