reading,start_char,end_char,priority_rank,priority_label,priority_tags
ちよしや,ち,や,0,high,ichi1|news1|nf03
ふくみ,ふ,み,0,high,news1|nf06
でいすくじよつきい,で,い,0,high,gai1
ぜんてい,ぜ,い,0,high,ichi1|news1|nf02
しあい,し,い,0,high,ichi1|news1|nf01
せつめいしよ,せ,よ,0,high,news1|nf20
しちや,し,や,0,high,ichi1|news2|nf26
たくさん,た,ん,0,high,ichi1|news2|nf43
ほんしん,ほ,ん,0,high,ichi1|news1|nf21
うれゆき,う,き,0,high,news1|nf06
ふくいん,ふ,ん,0,high,news1|nf22
うちあい,う,い,0,high,news1|nf21
はたす,は,す,0,high,ichi1|news2|nf29
いはん,い,ん,0,high,ichi1|news1|nf01
ちゆうせい,ち,い,0,high,ichi1|news1|news2|nf10|nf17|nf27
くみたてる,く,る,0,high,ichi1|news2|nf43
しようしよ,し,よ,0,high,ichi1|news1|nf08
こうはつ,こ,つ,0,high,news1|nf19
ずるずる,ず,る,0,high,ichi1
じようすう,じ,う,0,high,news1|nf02
かいてい,か,い,0,high,ichi1|news1|nf06|nf09|nf18
おおみず,お,ず,0,high,ichi1|news2|nf37
じよい,じ,い,0,high,gai1
しきべつ,し,つ,0,high,ichi1|news1|nf17
よびかけ,よ,け,0,high,ichi1|news1|nf07|nf11
ずつ,ず,つ,0,high,spec1
じちよう,じ,う,0,high,news1|nf04
しぶつら,し,ら,0,high,ichi1
によじつ,に,つ,0,high,news1|nf19
みがら,み,ら,0,high,ichi1|news1|nf10
たんかあ,た,あ,0,high,gai1|ichi1
かちまけ,か,け,0,high,news1|nf23
すうかげつ,す,つ,0,high,spec1
いれぶん,い,ん,0,high,gai1
にんじゆ,に,ゆ,0,high,ichi1|news1|nf06
りんじようかん,り,ん,0,high,news1|nf20
すぺえすしやとる,す,る,0,high,gai1
せんばつ,せ,つ,0,high,news1|nf06
ちやのま,ち,ま,0,high,ichi1|news1|nf18
げきが,げ,が,0,high,news1|nf20
せおりい,せ,い,0,high,gai1
こおど,こ,ど,0,high,gai1|ichi1
うつかり,う,り,0,high,ichi1
すぷりんぐ,す,ぐ,0,high,gai1
ずしよ,ず,よ,0,high,ichi1|news1|nf09
けるん,け,ん,0,high,gai1
たより,た,り,0,high,ichi1|news1|nf07|nf13
きほん,き,ん,0,high,ichi1|news1|nf01
しつぎよう,し,う,0,high,ichi1|news1|nf03
おしいれ,お,れ,0,high,ichi1
せわ,せ,わ,0,high,ichi1|news1|nf05
ちいさいころ,ち,ろ,0,high,spec1
ぴかそ,ぴ,そ,0,high,gai1
あんばらんす,あ,す,0,high,gai1
しようりよく,し,く,0,high,news1|nf15
りつけん,り,ん,0,high,news1|nf20
かすぴかい,か,い,0,high,spec1
りそく,り,く,0,high,ichi1|news1|nf10
にじゆういちにち,に,ち,0,high,spec1
ことばずかい,こ,い,0,high,ichi1|news1|nf23
きようしや,き,や,0,high,news2|nf29|spec1
いお,い,お,0,high,news1|nf19
ちゆうがくせい,ち,い,0,high,ichi1|news1|nf03
かんせつ,か,つ,0,high,ichi1|news1|nf12|nf13
たいおう,た,う,0,high,ichi1|news1|nf01
しよくぶつ,し,つ,0,high,ichi1|news1|nf04
きちげえ,き,え,0,high,ichi1
たからくじ,た,じ,0,high,ichi1|news1|nf12
いちげん,い,ん,0,high,ichi1|news1|nf07|nf12
こういしつ,こ,つ,0,high,ichi1|news2|nf37
はあふ,は,ふ,0,high,gai1
もうしこみしよ,も,よ,0,high,spec1
ぱあきんぐ,ぱ,ぐ,0,high,gai1
ふくし,ふ,し,0,high,ichi1|news1|nf02
のりかえる,の,る,0,high,ichi1|news1|nf23
まわりみち,ま,ち,0,high,ichi1|news2|nf35
じこくひよう,じ,う,0,high,news2|nf28|spec1
ひるごはん,ひ,ん,0,high,spec1
じしや,じ,や,0,high,news1|nf03
はんていんぐ,は,ぐ,0,high,gai1
こうりかかく,こ,く,0,high,news1|nf09
つかねる,つ,る,0,high,ichi1|news2|nf40
がくれき,が,き,0,high,ichi1|news1|nf09
おきば,お,ば,0,high,news1|nf19
ゆうごすらびあ,ゆ,あ,0,high,gai1
あみゆうずめんと,あ,と,0,high,gai1
せんちやく,せ,く,0,high,ichi1|news1|nf12
すかうと,す,と,0,high,gai1
えいかいわ,え,わ,0,high,spec1
とれえす,と,す,0,high,gai1
かくじゆう,か,う,0,high,news1|nf08
しゆんじ,し,じ,0,high,news1|nf16
たんねん,た,ん,0,high,news1|nf14
ろうじやくだんじよ,ろ,よ,0,high,spec1
けんぞう,け,う,0,high,news1|nf18
みより,み,り,0,high,ichi1|news2|nf30
しきし,し,し,0,high,news1|nf19
よしゆう,よ,う,0,high,ichi1|news2|nf36
かふ,か,ふ,0,high,ichi1|news2|nf44
ゆさぶる,ゆ,る,0,high,news1|nf23
おおるないと,お,と,0,high,gai1
こあめ,こ,め,0,high,ichi1|news1|nf19
じやぱん,じ,ん,0,high,gai1|ichi1
ではないか,で,か,0,high,spec1
ねとまり,ね,り,0,high,news1|nf24
ぺえじ,ぺ,じ,0,high,gai1|ichi1
なかじま,な,ま,0,high,news1|nf05
さぶ,さ,ぶ,0,high,gai1
