reading,start_char,end_char,priority_rank,priority_label,priority_tags
めんじよ,め,よ,0,high,news1|nf13
さつかあ,さ,あ,0,high,gai1|ichi1
しよゆうけん,し,ん,0,high,news1|nf09
どらごん,ど,ん,0,high,gai1
おだいじに,お,に,0,high,spec1
うごかす,う,す,0,high,ichi1|news1|nf18
ひらける,ひ,る,0,high,ichi1
ぎよそん,ぎ,ん,0,high,ichi1|news1|nf21
しみん,し,ん,0,high,ichi1|news1|nf01
いやがる,い,る,0,high,ichi1|news2|nf42
まんとる,ま,る,0,high,gai1
ぱつきんぐ,ぱ,ぐ,0,high,gai1
とうと,と,と,0,high,news1|nf21
はんじよう,は,う,0,high,ichi1|news2|nf27
こがらし,こ,し,0,high,ichi1|news2|nf37
ごりようしようください,ご,い,0,high,spec1
きにいり,き,り,0,high,news1|nf23
どうびよう,ど,う,0,high,news1|nf24
てつどう,て,う,0,high,ichi1|news1|nf03
ばれえぼおる,ば,る,0,high,gai1|ichi1
わびる,わ,る,0,high,ichi1
まねじめんと,ま,と,0,high,gai1
さらだ,さ,だ,0,high,gai1|ichi1
とうあ,と,あ,0,high,news1|nf13
いちわり,い,り,0,high,spec1
むしや,む,や,0,high,news1|nf21
へとへと,へ,と,0,high,ichi1
けいかん,け,ん,0,high,ichi1|news1|nf05|nf10
くま,く,ま,0,high,ichi1|news1|nf13|spec1
かない,か,い,0,high,ichi1|news1|nf20
るぽるたあじゆ,る,ゆ,0,high,gai1
おくらす,お,す,0,high,ichi1
ああいう,あ,う,0,high,spec1
うち,う,ち,0,high,ichi1|news1|nf08
らいせんす,ら,す,0,high,gai1
ひだりうで,ひ,で,0,high,news1|nf07
ひさしい,ひ,い,0,high,ichi1|news2|nf32
いちにん,い,ん,0,high,ichi1|news1|nf02|nf13|nf16|spec1
がんめん,が,ん,0,high,news1|nf19
ふなぬし,ふ,し,0,high,news1|nf24
きやすと,き,と,0,high,gai1
かんくきしようだい,か,い,0,high,news1|nf17
かわいいい,か,い,0,high,ichi1|news2|nf32
ねぼう,ね,う,0,high,ichi1
ねんこうじよれつ,ね,つ,0,high,news1|nf20
あいず,あ,ず,0,high,ichi1|news1|nf16
うえき,う,き,0,high,ichi1|news1|nf17
ごうりてき,ご,き,0,high,ichi1|news1|nf10
みがわり,み,り,0,high,news1|nf23
ぎむ,ぎ,む,0,high,ichi1|news1|nf03
のうりよく,の,く,0,high,ichi1|news1|nf02
おやすみなさい,お,い,0,high,ichi1
ひがむ,ひ,む,0,high,ichi1
るうぶる,る,る,0,high,gai1
あらぶ,あ,ぶ,0,high,gai1
きのむくままに,き,に,0,high,spec1
にがす,に,す,0,high,ichi1|news2|nf33
どうもありがとう,ど,う,0,high,ichi1
しはん,し,ん,0,high,ichi1|news1|nf11|nf22
まだ,ま,だ,0,high,ichi1
かくめい,か,い,0,high,ichi1|news1|nf02
かこむ,か,む,0,high,ichi1|news1|nf07
すなわち,す,ち,0,high,ichi1|news2|nf43
てなんと,て,と,0,high,gai1
うちゆうひこうし,う,し,0,high,news1|nf11
だんす,だ,す,0,high,gai1|ichi1
つかまる,つ,る,0,high,ichi1|news2|nf44
じゆみよう,じ,う,0,high,ichi1|news1|nf09
すぱいく,す,く,0,high,gai1
かんだい,か,い,0,high,ichi1|news1|nf22
ふあんど,ふ,ど,0,high,gai1
みなさん,み,ん,0,high,ichi1|news1|nf06
かなえる,か,る,0,high,ichi1
ひよつとして,ひ,て,0,high,spec1
ひがい,ひ,い,0,high,ichi1|news1|nf02
てちよう,て,う,0,high,ichi1|news1|nf09
ふりいらんす,ふ,す,0,high,gai1
しよほ,し,ほ,0,high,ichi1|news1|nf22
しずく,し,く,0,high,ichi1|news2|nf41
