reading,start_char,end_char,priority_rank,priority_label,priority_tags
まつさいちゆう,ま,う,0,high,ichi1|news1|nf19
ぎだい,ぎ,い,0,high,ichi1|news1|nf06
しゆんじ,し,じ,0,high,news1|nf16
ありがとうございました,あ,た,0,high,spec1
ふえんす,ふ,す,0,high,gai1
けしき,け,き,0,high,ichi1|news1|nf14
めいさい,め,い,0,high,ichi1|news1|nf20
どるふいんきつく,ど,く,0,high,gai1
とうしや,と,や,0,high,ichi1|news1|news2|nf09|nf35
しようせん,し,ん,0,high,news1|nf12
ふしまつ,ふ,つ,0,high,ichi1|news2|nf33
じゆねえぶ,じ,ぶ,0,high,gai1
ふうじる,ふ,る,0,high,news1|nf21
わんまん,わ,ん,0,high,gai1
おと,お,と,0,high,ichi1|news1|nf02
なにげなく,な,く,0,high,ichi1|spec1
ふつごう,ふ,う,0,high,ichi1|news2|nf27
しよくむ,し,む,0,high,ichi1|news1|nf07
おたがいに,お,に,0,high,spec1
りいだあしつぷ,り,ぷ,0,high,gai1
けつさいほうほう,け,う,0,high,spec1
さいこお,さ,お,0,high,ichi1|news1|nf01
げんけい,げ,い,0,high,news1|nf16|nf19
わび,わ,び,0,high,ichi1
むしゆうせい,む,い,0,high,spec1
もうふ,も,ふ,0,high,ichi1|news1|nf13
れおたあど,れ,ど,0,high,gai1
あむ,あ,む,0,high,ichi1|news2|nf41
めんふいす,め,す,0,high,gai1
るんげ,る,げ,0,high,gai1
