reading,start_char,end_char,priority_rank,priority_label,priority_tags
ようすい,よ,い,0,high,news1|nf15
じやむ,じ,む,0,high,gai1|ichi1
いちおう,い,う,0,high,ichi1|news1|nf09
しゆじんこう,し,う,0,high,news1|nf05
いさぎよい,い,い,0,high,ichi1|news2|nf29
しつそ,し,そ,0,high,ichi1|news2|nf42
ふくし,ふ,し,0,high,ichi1|news1|nf02
とりしまり,と,り,0,high,ichi1|news1|nf08
あいよう,あ,う,0,high,ichi1|news1|nf22
おじいさん,お,ん,0,high,ichi1
かんど,か,ど,0,high,news1|nf23
へんこう,へ,う,0,high,ichi1|news1|nf03
あつためる,あ,る,0,high,ichi1
たちおうじよう,た,う,0,high,news1|nf17
きやつつあい,き,い,0,high,gai1
ぱすてる,ぱ,る,0,high,gai1
とらくたあ,と,あ,0,high,gai1
れあ,れ,あ,0,high,gai1
はばむ,は,む,0,high,ichi1|news1|nf13
しえふ,し,ふ,0,high,gai1
いつこ,い,こ,0,high,news1|nf11
じんみやく,じ,く,0,high,news1|nf10
いつぽうてき,い,き,0,high,news1|nf05
くうはく,く,く,0,high,ichi1|news1|nf07
はあらあだあびい,は,い,0,high,gai1
むじようけん,む,ん,0,high,ichi1|news1|nf12
どりる,ど,る,0,high,gai1|ichi1
ひきうけ,ひ,け,0,high,news1|nf11
かぷらあ,か,あ,0,high,gai1
ぶんぎよう,ぶ,う,0,high,ichi1|news1|nf18
