reading,start_char,end_char,priority_rank,priority_label,priority_tags
ふてい,ふ,い,0,high,news1|nf12
かめ,か,め,0,high,ichi1|news1|nf11|spec1
ぐんぷく,ぐ,く,0,high,news1|nf21
りつ,り,つ,0,high,ichi1
かわらけ,か,け,0,high,news1|nf13
どうでもいい,ど,い,0,high,spec1
だんく,だ,く,0,high,gai1
じちたい,じ,い,0,high,news1|nf02
しにたい,し,い,0,high,news1|nf24
ほけんじよ,ほ,よ,0,high,news1|nf12|spec1
くらいまつくす,く,す,0,high,gai1
じゆしん,じ,ん,0,high,ichi1|news1|nf08|nf21
うた,う,た,0,high,ichi1|news1|nf02|nf16
はらう,は,う,0,high,ichi1|news1|nf21
わかわかしい,わ,い,0,high,ichi1|news2|nf31
みせば,み,ば,0,high,news1|nf23
おんたい,お,い,0,high,ichi1|news2|nf25
せいきよう,せ,う,0,high,news1|nf08|nf16|nf17
かんしや,か,や,0,high,ichi1|news1|nf08
ふくさよう,ふ,う,0,high,ichi1|news1|nf06
やそ,や,そ,0,high,news1|nf04|spec1
くむ,く,む,0,high,ichi1|news1|nf16
たいあつぷ,た,ぷ,0,high,gai1
ぼうさん,ぼ,ん,0,high,ichi1|news1|nf21
ぶらんこ,ぶ,こ,0,high,ichi1|spec1
のり,の,り,0,high,ichi1|news1|news2|nf07|nf33|nf38
にせ,に,せ,0,high,ichi1|news1|nf12
てつ,て,つ,0,high,ichi1|news1|nf04
そこいれ,そ,れ,0,high,news1|nf13
ていきびん,て,ん,0,high,news1|nf24
