reading,start_char,end_char,priority_rank,priority_label,priority_tags
ねどこ,ね,こ,0,high,ichi1|news2|nf32
てんたい,て,い,0,high,ichi1|news1|nf14
いんすたんと,い,と,0,high,gai1|ichi1
じつてい,じ,い,0,high,news1|nf16
かこい,か,い,0,high,ichi1|news1|nf22
ながさき,な,き,0,high,spec1
ぱある,ぱ,る,0,high,gai1
そんな,そ,な,0,high,ichi1
まめちしき,ま,き,0,high,spec1
でえたばんく,で,く,0,high,gai1
ほうだい,ほ,い,0,high,ichi1|news1|nf16
しくらめん,し,ん,0,high,gai1
かとれや,か,や,0,high,gai1
てへらん,て,ん,0,high,gai1
しようゆ,し,ゆ,0,high,ichi1|news2|nf31
めいげつ,め,つ,0,high,ichi1|news2|nf42|nf45
たてかえる,た,る,0,high,ichi1|news2|nf44
ほんもん,ほ,ん,0,high,ichi1|news1|nf08
いんせんていぶ,い,ぶ,0,high,gai1
くだりざか,く,か,0,high,news1|nf23
ていきてき,て,き,0,high,news1|nf10
ぼつき,ぼ,き,0,high,spec1
こてんてき,こ,き,0,high,news1|nf23
おおあきない,お,い,0,high,news1|nf16
ほんしよく,ほ,く,0,high,news1|nf22
りかい,り,い,0,high,ichi1|news1|nf02
こうりつ,こ,つ,0,high,ichi1|news1|nf04|nf05|nf15
とらんく,と,く,0,high,gai1
やなぎ,や,ぎ,0,high,news1|nf08
ほんめい,ほ,い,0,high,ichi1|news1|nf04|nf14
とうりやく,と,く,0,high,news1|nf17
やちよ,や,よ,0,high,news1|nf22
げつめん,げ,ん,0,high,news1|nf22
いちや,い,や,0,high,news1|nf09
いすらむきよう,い,う,0,high,ichi1
はつなつ,は,つ,0,high,ichi1|news1|nf15
ぱちぱち,ぱ,ち,0,high,ichi1|spec1
れすと,れ,と,0,high,gai1
はいでん,は,ん,0,high,news1|nf24
これら,こ,ら,0,high,gai1|ichi1|spec1
まふ,ま,ふ,0,high,news1|nf08
ぴあす,ぴ,す,0,high,gai1
こくろん,こ,ん,0,high,news1|nf20
だいしよう,だ,う,0,high,ichi1|news1|nf12|nf13|nf15
しゆつらい,し,い,0,high,news1|nf09
すいへん,す,ん,0,high,news1|nf20
こつけい,こ,い,0,high,ichi1|news2|nf35
こうざい,こ,い,0,high,news1|nf15
でかせぎ,で,ぎ,0,high,news1|nf07
てんきん,て,ん,0,high,ichi1|news1|nf11
